,,,,,,,,,,2011 TEXAS WATER SAFARI SPLITS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
77,10th Men's Solo,212,"Smith, David",9:00, ,12:56:00, ,18:14:00, ,4:11:00, ,12:14:00, ,21:57:00, ,8:45:00, ,12:35:00, ,7:34:00, ,17:06:00, ,3:19:00, ,10:52:00
,,,"TC - Barecky, James",,59,3:56:00,47,5:18:00,81,9:57:00,64,8:03:00,36,9:43:00,76,10:48:00,38,3:50:00,80,18:59:00,51,9:32:00,78,10:13:00,41,7:33:00
,,,,,59,3:56:00,53,9:14:00,77,19:11:00,73,27:14:00,61,36:57:00,65,47:45:00,59,51:35:00,74,70:34:00,71,80:06:00,74,90:19:00,77,97:52:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
78,8th Tandem Unlimited,338,"Graham, James",9:00, ,13:14:00, ,19:03:00, ,7:24:00, ,14:46:00, ,4:24:00, ,11:11:00, ,15:34:00, ,8:33:00, ,18:57:00, ,4:16:00, ,11:56:00
,,,"keating, Ben",,76,4:14:00,74,5:49:00,90,12:21:00,46,7:22:00,75,13:38:00,36,6:47:00,56,4:23:00,75,16:59:00,61,10:24:00,76,9:19:00,43,7:40:00
,,,"TC - Torres, Art",,76,4:14:00,75,10:03:00,89,22:24:00,83,29:46:00,80,43:24:00,77,50:11:00,73,54:34:00,76,71:33:00,74,81:57:00,77,91:16:00,78,98:56:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,242,"White, Jeremy",9:00, ,12:50:00, ,18:18:00, ,0:06:00, ,9:08:00, ,21:10:00, ,5:33:00, ,9:22:00, ,22:42:00, ,8:03:00, ,15:10:00,,
,,,"Goering, Brandon",,54,3:50:00,58,5:28:00,52,5:48:00,75,9:02:00,61,12:02:00,59,8:23:00,37,3:49:00,52,13:20:00,47,9:21:00,61,7:07:00,,
,,,,,54,3:50:00,54,9:18:00,52,15:06:00,57,24:08:00,58,36:10:00,50,44:33:00,49,48:22:00,51,61:42:00,42,71:03:00,45,78:10:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Aluminum,30,"Castillo, Ralph",9:00, ,13:38:00, ,19:45:00, ,5:43:00, ,14:43:00, ,6:27:00, ,13:37:00, ,18:22:00, ,7:39:00,,,,,,
,,,"Villarreal, Tomas",,94,4:38:00,85,6:07:00,82,9:58:00,74,9:00:00,84,15:44:00,40,7:10:00,63,4:45:00,50,13:17:00,,,,,,
,,,,,94,4:38:00,91,10:45:00,83,20:43:00,82,29:43:00,83,45:27:00,81,52:37:00,79,57:22:00,75,70:39:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,806,"Laugesen, Alex",9:00, ,12:58:00, ,18:34:00, ,0:26:00, ,9:59:00, ,0:43:00, ,10:08:00,,,,,,,,,,
,,,"Naylor, Brent",,61,3:58:00,61,5:36:00,54,5:52:00,82,9:33:00,78,14:44:00,67,9:25:00,,,,,,,,,,
,,,,,61,3:58:00,63,9:34:00,56,15:26:00,60,24:59:00,70,39:43:00,70,49:08:00,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Aluminum,5984,"Jones, Brian",9:00, ,12:36:00, ,17:43:00, ,23:02:00, ,7:36:00, ,22:57:00, ,7:10:00,,,,,,,,,,
,,,"Oschelin, Richard",,41,3:36:00,40,5:07:00,40,5:19:00,69,8:34:00,80,15:21:00,58,8:13:00,,,,,,,,,,
,,,,,41,3:36:00,41,8:43:00,41,14:02:00,48,22:36:00,64,37:57:00,56,46:10:00,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Tandem Unlimited,6538,"Wilder, Eric",9:00, ,13:00:00, ,18:52:00, ,1:37:00, ,12:54:00, ,4:22:00,,,,,,,,,,,,
,,,"Brennen, Dan",,66,4:00:00,75,5:52:00,63,6:45:00,89,11:17:00,82,15:28:00,,,,,,,,,,,,
,,,,,66,4:00:00,65,9:52:00,64,16:37:00,78,27:54:00,79,43:22:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,9969,"McGuire, Michael",9:00, ,12:32:00, ,17:26:00, ,22:48:00, ,6:27:00, ,16:11:00,,,,,,,,,,,,
,,,,,38,3:32:00,33,4:54:00,43,5:22:00,51,7:39:00,38,9:44:00,,,,,,,,,,,,
,,,,,38,3:32:00,35,8:26:00,38,13:48:00,41,21:27:00,38,31:11:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,USCA C2,213,"Sanderford, Brian",9:00, ,13:07:00, ,18:33:00, ,1:30:00, ,9:35:00, ,19:20:00,,,,,,,,,,,,
,,,"Sanderford, Jamie",,69,4:07:00,53,5:26:00,65,6:57:00,65,8:05:00,39,9:45:00,,,,,,,,,,,,
,,,,,69,4:07:00,62,9:33:00,63,16:30:00,58,24:35:00,54,34:20:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mixed ,5961,"Jones, Brenda",9:00, ,12:50:00, ,18:10:00, ,23:32:00, ,6:19:00,,,,,,,,,,,,,,
,,,"Jones, Ed",,54,3:50:00,48,5:20:00,42,5:22:00,38,6:47:00,,,,,,,,,,,,,,
,,,,,54,3:50:00,50,9:10:00,43,14:32:00,40,21:19:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,1918,"Stones, Michael",9:00, ,13:18:00, ,19:44:00, ,6:20:00, ,15:49:00,,,,,,,,,,,,,,
,,,,,81,4:18:00,92,6:26:00,83,10:36:00,81,9:29:00,,,,,,,,,,,,,,
,,,,,81,4:18:00,90,10:44:00,84,21:20:00,86,30:49:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,315,"Hildebrand, Dale",9:00, ,13:45:00, ,19:56:00, ,8:45:00, ,15:59:00,,,,,,,,,,,,,,
,,,,,96,4:45:00,87,6:11:00,91,12:49:00,44,7:14:00,,,,,,,,,,,,,,
,,,,,96,4:45:00,94,10:56:00,92,23:45:00,87,30:59:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,408,"Linden, Richard",9:00, ,13:35:00, ,19:40:00, ,7:58:00, ,16:17:00,,,,,,,,,,,,,,
,,,,,93,4:35:00,84,6:05:00,89,12:18:00,66,8:19:00,,,,,,,,,,,,,,
,,,,,93,4:35:00,88,10:40:00,91,22:58:00,88,31:17:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Tandem Unlimited,167,"Vandeveer, Michael",9:00, ,12:08:00, ,16:36:00, ,20:50:00,,,,,,,,,,,,,,,,
,,,"Daniel, Jay",,16,3:08:00,15,4:28:00,15,4:14:00,,,,,,,,,,,,,,,,
,,,,,16,3:08:00,16,7:36:00,15,11:50:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,8182,Billy Torkildsen,9:00, ,13:15:00, ,19:31:00, ,7:07:00,,,,,,,,,,,,,,,,
,,,Jamie Hagy,,77,4:15:00,90,6:16:00,87,11:36:00,,,,,,,,,,,,,,,,
,,,,,77,4:15:00,85,10:31:00,87,22:07:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,USCA C2,9,"Greer, Stacy",9:00, ,12:50:00, ,19:47:00, ,6:27:00,,,,,,,,,,,,,,,,
,,,"Schoepflin, Jonathan",,54,3:50:00,95,6:57:00,85,10:40:00,,,,,,,,,,,,,,,,
,,,,,54,3:50:00,92,10:47:00,85,21:27:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,1962,"Gordon, Michael",9:00, ,12:44:00, ,17:55:00,,,,,,,,,,,,,,,,,,
,,,,,48,3:44:00,43,5:11:00,,,,,,,,,,,,,,,,,,
,,,,,48,3:44:00,45,8:55:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,312,"Williams, Caleb",9:00, ,13:10:00, ,19:17:00,,,,,,,,,,,,,,,,,,
,,,,,73,4:10:00,86,6:07:00,,,,,,,,,,,,,,,,,,
,,,,,73,4:10:00,82,10:17:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,99,"Zimmerman, Tracy",9:00, ,13:45:00, ,19:58:00,,,,,,,,,,,,,,,,,,
,,,,,96,4:45:00,88,6:13:00,,,,,,,,,,,,,,,,,,
,,,,,96,4:45:00,95,10:58:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,2323,"Dollahite, Henry",9:00, ,13:26:00,,,,,,,,,,,,,,,,,,,,
,,,"Tatum, Stephen",,88,4:26:00,,,,,,,,,,,,,,,,,,,,
,,,,,88,4:26:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Unlimited,830,"Lawrence, Dustin",9:00, ,13:44:00,,,,,,,,,,,,,,,,,,,,
,,,"Rosales, Neil",,95,4:44:00,,,,,,,,,,,,,,,,,,,,
,,,"Tilly, Stephen",,95,4:44:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,7059,"Clay, Cody",9:00, ,13:48:00,,,,,,,,,,,,,,,,,,,,
,,,"Clay, Ronnie",,98,4:48:00,,,,,,,,,,,,,,,,,,,,
,,,,,98,4:48:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,2148,"Smith, David",9:00, ,13:51:00,,,,,,,,,,,,,,,,,,,,
,,,"Casiano, John",,99,4:51:00,,,,,,,,,,,,,,,,,,,,
,,,,,99,4:51:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,3077,"Prince, Alvis",9:00, ,14:19:00,,,,,,,,,,,,,,,,,,,,
,,,,,100,5:19:00,,,,,,,,,,,,,,,,,,,,
,,,,,100,5:19:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Mens Solo,918,"Moon, Randel",9:00, ,14:25:00,,,,,,,,,,,,,,,,,,,,
,,,,,101,5:25:00,,,,,,,,,,,,,,,,,,,,
,,,,,101,5:25:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,250,"Davis, Carey",9:00, ,14:42:00,,,,,,,,,,,,,,,,,,,,
,,,"Turnbough, Meredith",,102,5:42:00,,,,,,,,,,,,,,,,,,,,
,,,,,102,5:42:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Unlimited,220,"West, Owen",9:00, ,15:22:00,,,,,,,,,,,,,,,,,,,,
,,,,,103,6:22:00,,,,,,,,,,,,,,,,,,,,
,,,,,103,6:22:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,
