# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:06:20 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08173900 Guadalupe Rv at Gonzales, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08173900
#            TS   parameter     statistic     Description
#        136613       00065     00003     Gage height, feet (Mean)
#        136614       00060     00003     Discharge, cubic feet per second (Mean)
#        173853       00060     00001     Discharge, cubic feet per second (Maximum)
#        173854       00060     00002     Discharge, cubic feet per second (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=08173900&ts_ids=136614,173853,173854,136613]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	136613_00065_00003	136613_00065_00003_cd	136614_00060_00003	136614_00060_00003_cd	173853_00060_00001	173853_00060_00001_cd	173854_00060_00002	173854_00060_00002_cd
USGS	08173900	2007-12-20	12.93	A	1210	A	1260	A	1140	A
USGS	08173900	2007-12-21	12.97	A	1230	A	1300	A	1140	A
USGS	08173900	2007-12-22	12.95	A	1230	A	1260	A	1190	A
USGS	08173900	2007-12-23	12.94	A	1220	A	1250	A	1130	A
USGS	08173900	2007-12-24	12.89	A	1190	A	1220	A	1130	A
USGS	08173900	2007-12-25	12.94	A	1220	A	1220	A	1210	A
USGS	08173900	2007-12-26	12.84	A	1160	A	1220	A	1110	A
USGS	08173900	2007-12-27	12.87	A	1180	A	1220	A	1050	A
USGS	08173900	2007-12-28	12.86	A	1170	A	1270	A	1110	A
USGS	08173900	2007-12-29	12.92	A	1210	A	1270	A	1080	A
USGS	08173900	2007-12-30	12.78	A	1130	A	1200	A	1080	A
USGS	08173900	2007-12-31	12.85	A	1160	A	1210	A	1100	A
USGS	08173900	2008-01-01	12.76	A	1110	A	1180	A	1090	A
USGS	08173900	2008-01-02	12.89	A	1190	A	1210	A	1130	A
USGS	08173900	2008-01-03	12.75	A	1100	A	1140	A	1090	A
USGS	08173900	2008-01-04	12.77	A	1120	A	1140	A	1090	A
USGS	08173900	2008-01-05	12.79	A	1130	A	1190	A	1080	A
USGS	08173900	2008-01-06	12.80	A	1140	A	1200	A	1090	A
USGS	08173900	2008-01-07	12.86	A	1170	A	1210	A	1020	A
USGS	08173900	2008-01-08	12.79	A	1130	A	1200	A	1060	A
USGS	08173900	2008-01-09	12.84	A	1160	A	1280	A	1110	A
USGS	08173900	2008-01-10	12.87	A	1180	A	1210	A	1140	A
USGS	08173900	2008-01-11	12.73	A	1100	A	1170	A	1080	A
USGS	08173900	2008-01-12	12.78	A	1120	A	1200	A	1070	A
USGS	08173900	2008-01-13	12.80	A	1140	A	1200	A	1070	A
USGS	08173900	2008-01-14	12.75	A	1110	A	1150	A	999	A
USGS	08173900	2008-01-15	12.66	A	1050	A	1140	A	971	A
USGS	08173900	2008-01-16	12.80	A	1140	A	1200	A	1070	A
USGS	08173900	2008-01-17	12.87	A	1180	A	1210	A	1130	A
USGS	08173900	2008-01-18	12.78	A	1130	A	1140	A	1110	A
USGS	08173900	2008-01-19	12.84	A	1160	A	1240	A	1120	A
USGS	08173900	2008-01-20	12.82	A	1150	A	1220	A	1070	A
USGS	08173900	2008-01-21	12.80	A	1140	A	1170	A	1060	A
USGS	08173900	2008-01-22	12.85	A	1170	A	1250	A	999	A
USGS	08173900	2008-01-23	12.79	A	1130	A	1190	A	1080	A
USGS	08173900	2008-01-24	12.87	A	1180	A	1210	A	1090	A
USGS	08173900	2008-01-25	12.80	A	1130	A	1240	A	1060	A
USGS	08173900	2008-01-26	12.81	A	1140	A	1240	A	1080	A
USGS	08173900	2008-01-27	12.79	A	1130	A	1170	A	1090	A
USGS	08173900	2008-01-28	12.87	A	1180	A	1190	A	1170	A
USGS	08173900	2008-01-29	12.82	A	1150	A	1190	A	1090	A
USGS	08173900	2008-01-30	12.70	A	1070	A	1130	A	1060	A
USGS	08173900	2008-01-31	12.86	A	1170	A	1370	A	976	A
USGS	08173900	2008-02-01	12.91	A	1200	A	1360	A	1080	A
USGS	08173900	2008-02-02	12.79	A	1130	A	1200	A	1060	A
USGS	08173900	2008-02-03	12.85	A	1170	A	1200	A	1080	A
USGS	08173900	2008-02-04	12.79	A	1130	A	1400	A	909	A
USGS	08173900	2008-02-05	12.72	A	1090	A	1210	A	914	A
USGS	08173900	2008-02-06	12.86	A	1170	A	1200	A	1070	A
USGS	08173900	2008-02-07	12.75	A	1110	A	1170	A	1030	A
USGS	08173900	2008-02-08	12.79	A	1130	A	1180	A	1060	A
USGS	08173900	2008-02-09	12.74	A	1100	A	1180	A	1060	A
USGS	08173900	2008-02-10	12.75	A	1110	A	1160	A	1060	A
USGS	08173900	2008-02-11	12.74	A	1100	A	1160	A	942	A
USGS	08173900	2008-02-12	12.82	A	1150	A	1170	A	1090	A
USGS	08173900	2008-02-13	12.71	A	1080	A	1130	A	1060	A
USGS	08173900	2008-02-14	12.81	A	1140	A	1160	A	1130	A
USGS	08173900	2008-02-15	12.73	A	1100	A	1190	A	999	A
USGS	08173900	2008-02-16	12.78	A	1120	A	1190	A	1070	A
USGS	08173900	2008-02-17	12.71	A	1080	A	1140	A	1020	A
USGS	08173900	2008-02-18	12.59	A	1010	A	1030	A	994	A
USGS	08173900	2008-02-19	12.61	A	1020	A	1030	A	1020	A
USGS	08173900	2008-02-20	12.53	A	976	A	1030	A	760	A
USGS	08173900	2008-02-21	12.58	A	1010	A	1170	A	792	A
USGS	08173900	2008-02-22	12.65	A	1050	A	1230	A	948	A
USGS	08173900	2008-02-23	12.37	A	886	A	948	A	787	A
USGS	08173900	2008-02-24	12.51	A	967	A	1030	A	909	A
USGS	08173900	2008-02-25	12.56	A	994	A	1050	A	849	A
USGS	08173900	2008-02-26	12.63	A	1040	A	1160	A	865	A
USGS	08173900	2008-02-27	12.48	A	949	A	1140	A	892	A
USGS	08173900	2008-02-28	12.74	A	1100	A	1240	A	1050	A
USGS	08173900	2008-02-29	12.82	A	1140	A	1370	A	803	A
USGS	08173900	2008-03-01	12.12	A	751	A	849	A	682	A
USGS	08173900	2008-03-02	12.60	A	1020	A	1210	A	798	A
USGS	08173900	2008-03-03	12.47	A	948	A	1290	A	702	A
USGS	08173900	2008-03-04	12.40	A	903	A	1170	A	744	A
USGS	08173900	2008-03-05	12.57	A	1000	A	1420	A	697	A
USGS	08173900	2008-03-06	12.58	A	1010	A	1340	A	667	A
USGS	08173900	2008-03-07	12.38	A	894	A	942	A	667	A
USGS	08173900	2008-03-08	12.49	A	956	A	988	A	909	A
USGS	08173900	2008-03-09	12.51	A	966	A	988	A	925	A
USGS	08173900	2008-03-10	12.69	A	1070	A	1190	A	914	A
USGS	08173900	2008-03-11	12.87	A	1170	A	1440	A	988	A
USGS	08173900	2008-03-12	13.08	A	1290	A	1390	A	1140	A
USGS	08173900	2008-03-13	12.70	A	1080	A	1140	A	976	A
USGS	08173900	2008-03-14	12.68	A	1060	A	1110	A	1030	A
USGS	08173900	2008-03-15	12.58	A	1010	A	1130	A	854	A
USGS	08173900	2008-03-16	12.51	A	962	A	1010	A	854	A
USGS	08173900	2008-03-17	12.64	A	1030	A	1110	A	954	A
USGS	08173900	2008-03-18	12.78	A	1120	A	1270	A	988	A
USGS	08173900	2008-03-19	12.61	A	1020	A	1200	A	925	A
USGS	08173900	2008-03-20	12.70	A	1070	A	1160	A	925	A
USGS	08173900	2008-03-21	12.56	A	982	A	1050	A	920	A
USGS	08173900	2008-03-22	12.48	A	934	A	1020	A	871	A
USGS	08173900	2008-03-23	12.44	A	908	A	971	A	771	A
USGS	08173900	2008-03-24	12.65	A	1030	A	1200	A	959	A
USGS	08173900	2008-03-25	12.47	A	923	A	1090	A	871	A
USGS	08173900	2008-03-26	12.59	A	991	A	1160	A	831	A
USGS	08173900	2008-03-27	12.50	A	938	A	1010	A	892	A
USGS	08173900	2008-03-28	12.47	A	918	A	954	A	876	A
USGS	08173900	2008-03-29	12.61	A	996	A	1050	A	931	A
USGS	08173900	2008-03-30	12.50	A	932	A	1010	A	887	A
USGS	08173900	2008-03-31	12.49	A	922	A	994	A	865	A
USGS	08173900	2008-04-01	12.44	A	891	A	948	A	765	A
USGS	08173900	2008-04-02	12.56	A	959	A	1110	A	903	A
USGS	08173900	2008-04-03	12.39	A	863	A	903	A	837	A
USGS	08173900	2008-04-04	12.53	A	937	A	999	A	831	A
USGS	08173900	2008-04-05	12.44	A	887	A	982	A	843	A
USGS	08173900	2008-04-06	12.40	A	861	A	914	A	843	A
USGS	08173900	2008-04-07	12.48	A	903	A	937	A	843	A
USGS	08173900	2008-04-08	12.40	A	859	A	971	A	826	A
USGS	08173900	2008-04-09	12.46	A	888	A	1010	A	712	A
USGS	08173900	2008-04-10	12.52	A	924	A	1180	A	744	A
USGS	08173900	2008-04-11	12.53	A	926	A	1030	A	754	A
USGS	08173900	2008-04-12	12.29	A	796	A	898	A	623	A
USGS	08173900	2008-04-13	12.42	A	861	A	871	A	792	A
USGS	08173900	2008-04-14	12.28	A	785	A	882	A	613	A
USGS	08173900	2008-04-15	12.35	A	821	A	876	A	637	A
USGS	08173900	2008-04-16	12.37	A	826	A	876	A	510	A
USGS	08173900	2008-04-17	12.42	A	856	A	882	A	627	A
USGS	08173900	2008-04-18	12.38	A	834	A	898	A	618	A
USGS	08173900	2008-04-19	12.55	A	924	A	1080	A	613	A
USGS	08173900	2008-04-20	12.40	A	840	A	865	A	613	A
USGS	08173900	2008-04-21	12.40	A	839	A	860	A	531	A
USGS	08173900	2008-04-22	12.28	A	766	A	843	A	593	A
USGS	08173900	2008-04-23	12.44	A	853	A	1140	A	682	A
USGS	08173900	2008-04-24	12.40	A	831	A	920	A	593	A
USGS	08173900	2008-04-25	12.27	A	753	A	792	A	642	A
USGS	08173900	2008-04-26	12.53	A	902	A	1210	A	657	A
USGS	08173900	2008-04-27	12.56	A	914	A	1020	A	682	A
USGS	08173900	2008-04-28	12.57	A	915	A	1010	A	798	A
USGS	08173900	2008-04-29	12.40	A	823	A	843	A	787	A
USGS	08173900	2008-04-30	12.20	A	713	A	826	A	593	A
USGS	08173900	2008-05-01	12.30	A	759	A	771	A	744	A
USGS	08173900	2008-05-02	12.30	A	761	A	876	A	599	A
USGS	08173900	2008-05-03	12.31	A	765	A	787	A	749	A
USGS	08173900	2008-05-04	12.31	A	760	A	781	A	749	A
USGS	08173900	2008-05-05	12.20	A	705	A	754	A	564	A
USGS	08173900	2008-05-06	12.31	A	761	A	898	A	718	A
USGS	08173900	2008-05-07	12.32	A	760	A	771	A	744	A
USGS	08173900	2008-05-08	12.31	A	757	A	771	A	718	A
USGS	08173900	2008-05-09	12.23	A	714	A	738	A	647	A
USGS	08173900	2008-05-10	12.32	A	760	A	809	A	723	A
USGS	08173900	2008-05-11	12.32	A	758	A	787	A	723	A
USGS	08173900	2008-05-12	12.35	A	779	A	942	A	647	A
USGS	08173900	2008-05-13	12.08	A	637	A	702	A	564	A
USGS	08173900	2008-05-14	12.23	A	715	A	723	A	702	A
USGS	08173900	2008-05-15	12.33	A	769	A	1040	A	712	A
USGS	08173900	2008-05-16	12.51	A	867	A	1100	A	738	A
USGS	08173900	2008-05-17	12.19	A	691	A	738	A	672	A
USGS	08173900	2008-05-18	12.19	A	693	A	826	A	672	A
USGS	08173900	2008-05-19	12.32	A	767	A	1040	A	582	A
USGS	08173900	2008-05-20	12.22	A	705	A	749	A	627	A
USGS	08173900	2008-05-21	12.28	A	747	A	1060	A	593	A
USGS	08173900	2008-05-22	12.35	A	781	A	1090	A	608	A
USGS	08173900	2008-05-23	12.30	A	755	A	1030	A	582	A
USGS	08173900	2008-05-24	12.10	A	649	A	692	A	599	A
USGS	08173900	2008-05-25	12.11	A	653	A	738	A	632	A
USGS	08173900	2008-05-26	12.19	A	691	A	771	A	627	A
USGS	08173900	2008-05-27	12.13	A	664	A	697	A	623	A
USGS	08173900	2008-05-28	12.26	A	729	A	787	A	682	A
USGS	08173900	2008-05-29	12.18	A	688	A	697	A	682	A
USGS	08173900	2008-05-30	12.20	A	698	A	754	A	642	A
USGS	08173900	2008-05-31	12.08	A	636	A	662	A	618	A
USGS	08173900	2008-06-01	12.16	A	676	A	702	A	647	A
USGS	08173900	2008-06-02	12.14	A	668	A	702	A	642	A
USGS	08173900	2008-06-03	12.16	A	679	A	702	A	647	A
USGS	08173900	2008-06-04	12.16	A	677	A	712	A	652	A
USGS	08173900	2008-06-05	12.17	A	679	A	702	A	657	A
USGS	08173900	2008-06-06	12.16	A	676	A	707	A	657	A
USGS	08173900	2008-06-07	12.21	A	701	A	712	A	667	A
USGS	08173900	2008-06-08	12.10	A	649	A	682	A	526	A
USGS	08173900	2008-06-09	12.16	A	679	A	718	A	526	A
USGS	08173900	2008-06-10	12.19	A	691	A	702	A	657	A
USGS	08173900	2008-06-11	12.16	A	676	A	707	A	647	A
USGS	08173900	2008-06-12	12.08	A	639	A	662	A	479	A
USGS	08173900	2008-06-13	12.13	A	662	A	687	A	632	A
USGS	08173900	2008-06-14	12.10	A	649	A	677	A	632	A
USGS	08173900	2008-06-15	12.13	A	663	A	707	A	632	A
USGS	08173900	2008-06-16	12.12	A	659	A	687	A	587	A
USGS	08173900	2008-06-17	12.08	A	637	A	647	A	627	A
USGS	08173900	2008-06-18	12.15	A	671	A	697	A	632	A
USGS	08173900	2008-06-19	12.15	A	673	A	687	A	647	A
USGS	08173900	2008-06-20	12.11	A	650	A	687	A	587	A
USGS	08173900	2008-06-21	12.05	A	624	A	642	A	608	A
USGS	08173900	2008-06-22	12.02	A	606	A	613	A	599	A
USGS	08173900	2008-06-23	12.07	A	630	A	662	A	604	A
USGS	08173900	2008-06-24	12.13	A	661	A	820	A	494	A
USGS	08173900	2008-06-25	12.06	A	629	A	667	A	613	A
USGS	08173900	2008-06-26	12.10	A	646	A	702	A	613	A
USGS	08173900	2008-06-27	12.04	A	618	A	657	A	439	A
USGS	08173900	2008-06-28	11.95	A	571	A	618	A	416	A
USGS	08173900	2008-06-29	12.12	A	656	A	792	A	564	A
USGS	08173900	2008-06-30	12.05	A	622	A	677	A	430	A
USGS	08173900	2008-07-01	12.11	A	650	A	677	A	632	A
USGS	08173900	2008-07-02	12.08	A	637	A	647	A	564	A
USGS	08173900	2008-07-03	12.08	A	638	A	652	A	515	A
USGS	08173900	2008-07-04	12.12	A	655	A	672	A	637	A
USGS	08173900	2008-07-05	12.12	A	657	A	677	A	632	A
USGS	08173900	2008-07-06	12.15	A	675	A	776	A	593	A
USGS	08173900	2008-07-07	12.21	A	705	A	849	A	559	A
USGS	08173900	2008-07-08	11.99	A	591	A	604	A	430	A
USGS	08173900	2008-07-09	12.12	A	659	A	697	A	599	A
USGS	08173900	2008-07-10	12.19	A	690	A	765	A	637	A
USGS	08173900	2008-07-11	12.16	A	678	A	781	A	613	A
USGS	08173900	2008-07-12	12.09	A	642	A	682	A	608	A
USGS	08173900	2008-07-13	12.05	A	620	A	627	A	613	A
USGS	08173900	2008-07-14	12.03	A	614	A	627	A	504	A
USGS	08173900	2008-07-15	12.07	A	634	A	662	A	608	A
USGS	08173900	2008-07-16	12.03	A	615	A	632	A	604	A
USGS	08173900	2008-07-17	12.03	A	613	A	744	A	449	A
USGS	08173900	2008-07-18	12.02	A	606	A	627	A	444	A
USGS	08173900	2008-07-19	12.00	A	601	A	623	A	593	A
USGS	08173900	2008-07-20	12.08	A	635	A	652	A	613	A
USGS	08173900	2008-07-21	11.99	A	593	A	613	A	570	A
USGS	08173900	2008-07-22	11.99	A	590	A	627	A	564	A
USGS	08173900	2008-07-23	12.05	A	624	A	647	A	608	A
USGS	08173900	2008-07-24	12.04	A	617	A	623	A	548	A
USGS	08173900	2008-07-25	12.63	A	965	A	1290	A	618	A
USGS	08173900	2008-07-26	12.53	A	948	A	1320	A	682	A
USGS	08173900	2008-07-27	12.00	A	659	A	687	A	642	A
USGS	08173900	2008-07-28	12.05	A	683	A	712	A	637	A
USGS	08173900	2008-07-29	12.11	A	715	A	723	A	707	A
USGS	08173900	2008-07-30	12.08	A	699	A	718	A	667	A
USGS	08173900	2008-07-31	12.05	A	681	A	707	A	662	A
USGS	08173900	2008-08-01	12.03	A	670	A	697	A	657	A
USGS	08173900	2008-08-02	12.01	A	661	A	667	A	657	A
USGS	08173900	2008-08-03	12.07	A	691	A	718	A	657	A
USGS	08173900	2008-08-04	12.03	A	670	A	687	A	553	A
USGS	08173900	2008-08-05	12.01	A	662	A	760	A	652	A
USGS	08173900	2008-08-06	12.08	A	700	A	809	A	608	A
USGS	08173900	2008-08-07	12.03	A	674	A	765	A	576	A
USGS	08173900	2008-08-08	12.11	A	713	A	738	A	687	A
USGS	08173900	2008-08-09	12.02	A	667	A	687	A	637	A
USGS	08173900	2008-08-10	11.94	A	629	A	637	A	623	A
USGS	08173900	2008-08-11	12.09	A	709	A	1090	A	618	A
USGS	08173900	2008-08-12	12.30	A	824	A	1140	A	608	A
USGS	08173900	2008-08-13	12.00	A	659	A	707	A	553	A
USGS	08173900	2008-08-14	12.16	A	738	A	803	A	692	A
USGS	08173900	2008-08-15	12.07	A	695	A	733	A	657	A
USGS	08173900	2008-08-16	12.10	A	706	A	760	A	657	A
USGS	08173900	2008-08-17	12.35	A	851	A	1300	A	652	A
USGS	08173900	2008-08-18	12.46	A	903	A	1210	A	815	A
USGS	08173900	2008-08-19	12.55	A	952	A	1050	A	882	A
USGS	08173900	2008-08-20	12.52	A	935	A	988	A	843	A
USGS	08173900	2008-08-21	12.25	A	785	A	843	A	754	A
USGS	08173900	2008-08-22	12.04	A	680	A	760	A	613	A
USGS	08173900	2008-08-23	12.16	A	741	A	809	A	667	A
USGS	08173900	2008-08-24	12.11	A	711	A	837	A	662	A
USGS	08173900	2008-08-25	12.32	A	824	A	931	A	728	A
USGS	08173900	2008-08-26	12.33	A	835	A	1060	A	692	A
USGS	08173900	2008-08-27	12.11	A	713	A	760	A	687	A
USGS	08173900	2008-08-28	12.17	A	744	A	787	A	697	A
USGS	08173900	2008-08-29	12.13	A	726	A	781	A	642	A
USGS	08173900	2008-08-30	12.04	A	676	A	712	A	642	A
USGS	08173900	2008-08-31	11.90	A	610	A	652	A	570	A
USGS	08173900	2008-09-01	12.02	A	665	A	702	A	608	A
USGS	08173900	2008-09-02	12.14	A	732	A	976	A	526	A
USGS	08173900	2008-09-03	12.30	A	816	A	1020	A	687	A
USGS	08173900	2008-09-04	12.12	A	720	A	776	A	697	A
USGS	08173900	2008-09-05	12.09	A	701	A	712	A	677	A
USGS	08173900	2008-09-06	12.02	A	667	A	692	A	637	A
USGS	08173900	2008-09-07	11.94	A	630	A	657	A	613	A
USGS	08173900	2008-09-08	12.06	A	688	A	876	A	531	A
USGS	08173900	2008-09-09	12.10	A	707	A	760	A	667	A
USGS	08173900	2008-09-10	12.04	A	678	A	738	A	647	A
USGS	08173900	2008-09-11	12.08	A	698	A	809	A	553	A
USGS	08173900	2008-09-12	11.92	A	620	A	632	A	613	A
USGS	08173900	2008-09-13	11.88	A	597	A	637	A	570	A
USGS	08173900	2008-09-14	12.09	A	701	A	749	A	637	A
USGS	08173900	2008-09-15	12.00	A	656	A	760	A	553	A
USGS	08173900	2008-09-16	12.22	A	771	A	903	A	652	A
USGS	08173900	2008-09-17	12.27	A	800	A	887	A	754	A
USGS	08173900	2008-09-18	12.11	A	714	A	765	A	662	A
USGS	08173900	2008-09-19	12.02	A	667	A	760	A	474	A
USGS	08173900	2008-09-20	12.12	A	719	A	876	A	582	A
USGS	08173900	2008-09-21	11.97	A	643	A	672	A	627	A
USGS	08173900	2008-09-22	12.10	A	710	A	787	A	637	A
USGS	08173900	2008-09-23	12.10	A	710	A	776	A	657	A
USGS	08173900	2008-09-24	12.13	A	725	A	754	A	677	A
USGS	08173900	2008-09-25	11.99	A	652	A	677	A	642	A
USGS	08173900	2008-09-26	11.95	A	633	A	647	A	613	A
USGS	08173900	2008-09-27	11.87	A	594	A	613	A	371	A
USGS	08173900	2008-09-28	11.78	A	546	A	662	A	358	A
USGS	08173900	2008-09-29	12.12	A	718	A	898	A	662	A
USGS	08173900	2008-09-30	12.13	A	727	A	882	A	637	A
USGS	08173900	2008-10-01	11.96	A	639	A	647	A	627	A
USGS	08173900	2008-10-02	12.03	A	674	A	733	A	623	A
USGS	08173900	2008-10-03	11.91	A	614	A	623	A	604	A
USGS	08173900	2008-10-04	11.87	A	591	A	613	A	537	A
USGS	08173900	2008-10-05	11.78	A	542	A	553	A	537	A
USGS	08173900	2008-10-06	11.75	A	524	A	537	A	510	A
USGS	08173900	2008-10-07	11.46	A	397	A	515	A	205	A
USGS	08173900	2008-10-08	11.71	A	506	A	642	A	358	A
USGS	08173900	2008-10-09	11.72	A	510	A	531	A	499	A
USGS	08173900	2008-10-10	11.70	A	497	A	504	A	489	A
USGS	08173900	2008-10-11	11.69	A	491	A	499	A	489	A
USGS	08173900	2008-10-12	11.70	A	500	A	504	A	494	A
USGS	08173900	2008-10-13	11.41	A	374	A	499	A	199	A
USGS	08173900	2008-10-14	11.74	A	523	A	657	A	367	A
USGS	08173900	2008-10-15	11.74	A	519	A	553	A	499	A
USGS	08173900	2008-10-16	11.87	A	591	A	604	A	553	A
USGS	08173900	2008-10-17	11.78	A	545	A	627	A	363	A
USGS	08173900	2008-10-18	11.74	A	521	A	564	A	494	A
USGS	08173900	2008-10-19	11.71	A	502	A	526	A	489	A
USGS	08173900	2008-10-20	11.74	A	523	A	587	A	494	A
USGS	08173900	2008-10-21	11.82	A	563	A	604	A	510	A
USGS	08173900	2008-10-22	11.78	A	541	A	582	A	499	A
USGS	08173900	2008-10-23	11.70	A	505	A	672	A	278	A
USGS	08173900	2008-10-24	11.75	A	524	A	613	A	494	A
USGS	08173900	2008-10-25	11.71	A	503	A	520	A	494	A
USGS	08173900	2008-10-26	11.69	A	493	A	504	A	459	A
USGS	08173900	2008-10-27	11.68	A	489	A	499	A	484	A
USGS	08173900	2008-10-28	11.67	A	484	A	494	A	479	A
USGS	08173900	2008-10-29	11.67	A	485	A	494	A	479	A
USGS	08173900	2008-10-30	11.45	A	392	A	489	A	199	A
USGS	08173900	2008-10-31	11.71	A	511	A	604	A	380	A
USGS	08173900	2008-11-01	11.73	A	520	A	582	A	494	A
USGS	08173900	2008-11-02	11.71	A	510	A	548	A	489	A
USGS	08173900	2008-11-03	11.54	A	431	A	510	A	239	A
USGS	08173900	2008-11-04	11.71	A	513	A	687	A	397	A
USGS	08173900	2008-11-05	11.73	A	522	A	564	A	489	A
USGS	08173900	2008-11-06	11.53	A	427	A	504	A	256	A
USGS	08173900	2008-11-07	11.75	A	532	A	642	A	388	A
USGS	08173900	2008-11-08	11.75	A	532	A	564	A	494	A
USGS	08173900	2008-11-09	11.85	A	584	A	667	A	510	A
USGS	08173900	2008-11-10	11.86	A	588	A	687	A	515	A
USGS	08173900	2008-11-11	11.74	A	525	A	564	A	494	A
USGS	08173900	2008-11-12	11.73	A	520	A	553	A	416	A
USGS	08173900	2008-11-13	11.73	A	522	A	564	A	494	A
USGS	08173900	2008-11-14	11.74	A	526	A	593	A	325	A
USGS	08173900	2008-11-15	11.73	A	518	A	553	A	499	A
USGS	08173900	2008-11-16	11.69	A	500	A	510	A	494	A
USGS	08173900	2008-11-17	11.69	A	498	A	510	A	494	A
USGS	08173900	2008-11-18	11.67	A	487	A	494	A	479	A
USGS	08173900	2008-11-19	11.26	A	319	A	484	A	179	A
USGS	08173900	2008-11-20	11.63	A	473	A	570	A	329	A
USGS	08173900	2008-11-21	11.75	A	531	A	662	A	402	A
USGS	08173900	2008-11-22	11.69	A	500	A	531	A	489	A
USGS	08173900	2008-11-23	11.75	A	529	A	553	A	468	A
USGS	08173900	2008-11-24	11.75	A	530	A	559	A	494	A
USGS	08173900	2008-11-25	11.71	A	510	A	564	A	484	A
USGS	08173900	2008-11-26	11.53	A	434	A	537	A	202	A
USGS	08173900	2008-11-27	11.67	A	495	A	526	A	464	A
USGS	08173900	2008-11-28	11.64	A	480	A	494	A	406	A
USGS	08173900	2008-11-29	11.39	A	370	A	479	A	196	A
USGS	08173900	2008-11-30	11.79	A	560	A	627	A	444	A
USGS	08173900	2008-12-01	11.68	A	501	A	531	A	484	A
USGS	08173900	2008-12-02	11.68	A	500	A	515	A	489	A
USGS	08173900	2008-12-03	11.57	A	451	A	537	A	256	A
USGS	08173900	2008-12-04	11.76	A	541	A	677	A	459	A
USGS	08173900	2008-12-05	11.73	A	526	A	564	A	484	A
USGS	08173900	2008-12-06	11.71	A	515	A	542	A	489	A
USGS	08173900	2008-12-07	11.58	A	453	A	531	A	267	A
USGS	08173900	2008-12-08	11.77	A	549	A	754	A	384	A
USGS	08173900	2008-12-09	11.80	A	563	A	623	A	499	A
USGS	08173900	2008-12-10	11.70	A	512	A	548	A	411	A
USGS	08173900	2008-12-11	11.73	A	524	A	553	A	489	A
USGS	08173900	2008-12-12	11.71	A	518	A	553	A	474	A
USGS	08173900	2008-12-13	11.71	A	513	A	548	A	489	A
USGS	08173900	2008-12-14	11.75	A	536	A	564	A	499	A
USGS	08173900	2008-12-15	11.74	A	533	A	553	A	504	A
USGS	08173900	2008-12-16	11.74	A	530	A	553	A	494	A
USGS	08173900	2008-12-17	11.64	A	486	A	559	A	305	A
USGS	08173900	2008-12-18	11.83	A	581	A	667	A	494	A
USGS	08173900	2008-12-19	11.78	A	552	A	593	A	494	A
USGS	08173900	2008-12-20	11.78	A	553	A	599	A	494	A
USGS	08173900	2008-12-21	11.81	A	569	A	587	A	559	A
USGS	08173900	2008-12-22	11.72	A	521	A	559	A	484	A
USGS	08173900	2008-12-23	11.60	A	465	A	553	A	301	A
USGS	08173900	2008-12-24	11.85	A	589	A	723	A	449	A
USGS	08173900	2008-12-25	11.75	A	538	A	582	A	484	A
USGS	08173900	2008-12-26	11.77	A	545	A	570	A	504	A
USGS	08173900	2008-12-27	11.76	A	542	A	570	A	510	A
USGS	08173900	2008-12-28	11.80	A	566	A	576	A	548	A
USGS	08173900	2008-12-29	11.79	A	560	A	570	A	504	A
USGS	08173900	2008-12-30	11.78	A	554	A	582	A	510	A
USGS	08173900	2008-12-31	11.74	A	533	A	564	A	499	A
USGS	08173900	2009-01-01	11.77	A	547	A	576	A	515	A
USGS	08173900	2009-01-02	11.68	A	502	A	576	A	388	A
USGS	08173900	2009-01-03	11.85	A	588	A	687	A	464	A
USGS	08173900	2009-01-04	11.74	A	534	A	582	A	489	A
USGS	08173900	2009-01-05	11.77	A	550	A	593	A	499	A
USGS	08173900	2009-01-06	11.79	A	558	A	599	A	504	A
USGS	08173900	2009-01-07	11.79	A	557	A	593	A	515	A
USGS	08173900	2009-01-08	11.76	A	544	A	593	A	499	A
USGS	08173900	2009-01-09	11.78	A	553	A	599	A	510	A
USGS	08173900	2009-01-10	11.78	A	551	A	587	A	510	A
USGS	08173900	2009-01-11	11.77	A	547	A	593	A	510	A
USGS	08173900	2009-01-12	11.79	A	557	A	599	A	520	A
USGS	08173900	2009-01-13	11.75	A	536	A	564	A	494	A
USGS	08173900	2009-01-14	11.72	A	523	A	564	A	494	A
USGS	08173900	2009-01-15	11.76	A	540	A	576	A	504	A
USGS	08173900	2009-01-16	11.81	A	571	A	672	A	515	A
USGS	08173900	2009-01-17	11.72	A	522	A	570	A	489	A
USGS	08173900	2009-01-18	11.74	A	530	A	582	A	489	A
