# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:11:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08175800 Guadalupe Rv at Cuero, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08175800
#            TS   parameter     statistic     Description
#        136626       00060     00001     Discharge, cubic feet per second (Maximum)
#        136627       00060     00002     Discharge, cubic feet per second (Minimum)
#        136629       00065     00001     Gage height, feet (Maximum)
#        136630       00065     00002     Gage height, feet (Minimum)
#        136631       00065     00003     Gage height, feet (Mean)
#        325715       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	136626_00060_00001	136626_00060_00001_cd	136627_00060_00002	136627_00060_00002_cd	136629_00065_00001	136629_00065_00001_cd	136630_00065_00002	136630_00065_00002_cd	136631_00065_00003	136631_00065_00003_cd	325715_00060_00003	325715_00060_00003_cd
USGS	08175800	2008-02-05	1150	A	962	A	9.08	A	8.67	A	8.82	A	1030	A
USGS	08175800	2008-02-06	1150	A	932	A	9.08	A	8.60	A	8.83	A	1030	A
USGS	08175800	2008-02-07	1100	A	1010	A	8.98	A	8.78	A	8.93	A	1080	A
USGS	08175800	2008-02-08	1070	A	979	A	8.91	A	8.71	A	8.80	A	1020	A
USGS	08175800	2008-02-09	1080	A	1010	A	8.92	A	8.78	A	8.85	A	1040	A
USGS	08175800	2008-02-10	1080	A	975	A	8.94	A	8.70	A	8.83	A	1030	A
USGS	08175800	2008-02-11	1060	A	975	A	8.88	A	8.70	A	8.79	A	1010	A
USGS	08175800	2008-02-12	1050	A	979	A	8.87	A	8.71	A	8.76	A	1000	A
USGS	08175800	2008-02-13	1080	A	1030	A	8.92	A	8.83	A	8.89	A	1060	A
USGS	08175800	2008-02-14	1030	A	962	A	8.83	A	8.67	A	8.74	A	994	A
USGS	08175800	2008-02-15	1070	A	1010	A	8.90	A	8.77	A	8.86	A	1050	A
USGS	08175800	2008-02-16	1070	A	971	A	8.91	A	8.69	A	8.81	A	1020	A
USGS	08175800	2008-02-17	1090	A	1000	A	8.96	A	8.76	A	8.89	A	1060	A
USGS	08175800	2008-02-18	1070	A	1000	A	8.91	A	8.76	A	8.84	A	1040	A
USGS	08175800	2008-02-19	1060	A	1030	A	8.88	A	8.82	A	8.85	A	1040	A
USGS	08175800	2008-02-20	1060	A	1030	A	8.88	A	8.83	A	8.86	A	1040	A
USGS	08175800	2008-02-21	1040	A	902	A	8.84	A	8.53	A	8.77	A	1010	A
USGS	08175800	2008-02-22	1060	A	855	A	8.88	A	8.44	A	8.63	A	945	A
USGS	08175800	2008-02-23	1070	A	1010	A	8.91	A	8.78	A	8.85	A	1040	A
USGS	08175800	2008-02-24	1020	A	799	A	8.80	A	8.34	A	8.52	A	892	A
USGS	08175800	2008-02-25	975	A	799	A	8.70	A	8.34	A	8.54	A	902	A
USGS	08175800	2008-02-26	997	A	932	A	8.75	A	8.60	A	8.67	A	963	A
USGS	08175800	2008-02-27	1020	A	962	A	8.80	A	8.67	A	8.73	A	989	A
USGS	08175800	2008-02-28	1020	A	855	A	8.80	A	8.44	A	8.60	A	932	A
USGS	08175800	2008-02-29	1100	A	966	A	8.97	A	8.68	A	8.87	A	1050	A
USGS	08175800	2008-03-01	1240	A	949	A	9.25	A	8.64	A	9.05	A	1140	A
USGS	08175800	2008-03-02	949	A	656	A	8.64	A	8.05	A	8.20	A	731	A
USGS	08175800	2008-03-03	1100	A	656	A	8.98	A	8.05	A	8.48	A	864	A
USGS	08175800	2008-03-04	1160	A	669	A	9.10	A	8.08	A	8.74	A	988	A
USGS	08175800	2008-03-05	945	A	634	A	8.63	A	8.00	A	8.24	A	749	A
USGS	08175800	2008-03-06	1090	A	838	A	8.96	A	8.41	A	8.58	A	923	A
USGS	08175800	2008-03-07	1160	A	788	A	9.10	A	8.32	A	8.90	A	1070	A
USGS	08175800	2008-03-08	878	A	669	A	8.48	A	8.08	A	8.30	A	782	A
USGS	08175800	2008-03-09	940	A	872	A	8.62	A	8.47	A	8.53	A	900	A
USGS	08175800	2008-03-10	966	A	932	A	8.68	A	8.60	A	8.64	A	949	A
USGS	08175800	2008-03-11	1110	A	928	A	9.00	A	8.59	A	8.79	A	1020	A
USGS	08175800	2008-03-12	1250	A	1050	A	9.28	A	8.86	A	9.08	A	1150	A
USGS	08175800	2008-03-13	1320	A	1100	A	9.41	A	8.97	A	9.29	A	1260	A
USGS	08175800	2008-03-14	1230	A	1070	A	9.24	A	8.91	A	9.02	A	1120	A
USGS	08175800	2008-03-15	1080	A	1030	A	8.94	A	8.83	A	8.89	A	1060	A
USGS	08175800	2008-03-16	1090	A	915	A	8.95	A	8.56	A	8.79	A	1020	A
USGS	08175800	2008-03-17	979	A	907	A	8.71	A	8.54	A	8.64	A	948	A
USGS	08175800	2008-03-18	1070	A	902	A	8.90	A	8.53	A	8.74	A	994	A
USGS	08175800	2008-03-19	1180	A	1000	A	9.13	A	8.76	A	8.91	A	1070	A
USGS	08175800	2008-03-20	1170	A	1040	A	9.12	A	8.85	A	8.97	A	1100	A
USGS	08175800	2008-03-21	1280	A	1070	A	9.33	A	8.91	A	9.18	A	1200	A
USGS	08175800	2008-03-22	1070	A	984	A	8.91	A	8.72	A	8.77	A	1010	A
USGS	08175800	2008-03-23	1030	A	890	A	8.82	A	8.50	A	8.67	A	963	A
USGS	08175800	2008-03-24	911	A	843	A	8.55	A	8.42	A	8.48	A	876	A
USGS	08175800	2008-03-25	1070	A	911	A	8.90	A	8.55	A	8.68	A	967	A
USGS	08175800	2008-03-26	1070	A	832	A	8.90	A	8.40	A	8.64	A	946	A
USGS	08175800	2008-03-27	1010	A	849	A	8.77	A	8.43	A	8.58	A	923	A
USGS	08175800	2008-03-28	1010	A	902	A	8.78	A	8.53	A	8.61	A	936	A
USGS	08175800	2008-03-29	915	A	872	A	8.56	A	8.47	A	8.52	A	900	A
USGS	08175800	2008-03-30	1010	A	890	A	8.77	A	8.50	A	8.63	A	946	A
USGS	08175800	2008-03-31	1000	A	872	A	8.76	A	8.47	A	8.62	A	938	A
USGS	08175800	2008-04-01	928	A	861	A	8.59	A	8.45	A	8.51	A	892	A
USGS	08175800	2008-04-02	898	A	832	A	8.52	A	8.40	A	8.46	A	865	A
USGS	08175800	2008-04-03	958	A	849	A	8.66	A	8.43	A	8.56	A	916	A
USGS	08175800	2008-04-04	949	A	804	A	8.64	A	8.35	A	8.45	A	857	A
USGS	08175800	2008-04-05	945	A	815	A	8.63	A	8.37	A	8.51	A	889	A
USGS	08175800	2008-04-06	953	A	815	A	8.65	A	8.37	A	8.52	A	891	A
USGS	08175800	2008-04-07	843	A	782	A	8.42	A	8.31	A	8.36	A	811	A
USGS	08175800	2008-04-08	907	A	843	A	8.54	A	8.42	A	8.49	A	884	A
USGS	08175800	2008-04-09	855	A	772	A	8.44	A	8.29	A	8.34	A	799	A
USGS	08175800	2008-04-10	953	A	740	A	8.65	A	8.23	A	8.51	A	887	A
USGS	08175800	2008-04-11	993	A	725	A	8.74	A	8.20	A	8.37	A	811	A
USGS	08175800	2008-04-12	1000	A	838	A	8.76	A	8.41	A	8.58	A	920	A
USGS	08175800	2008-04-13	884	A	638	A	8.49	A	8.01	A	8.35	A	809	A
USGS	08175800	2008-04-14	815	A	617	A	8.37	A	7.96	A	8.23	A	745	A
USGS	08175800	2008-04-15	832	A	613	A	8.40	A	7.95	A	8.28	A	773	A
USGS	08175800	2008-04-16	766	A	609	A	8.28	A	7.94	A	8.16	A	707	A
USGS	08175800	2008-04-17	804	A	710	A	8.35	A	8.17	A	8.28	A	767	A
USGS	08175800	2008-04-18	902	A	804	A	8.53	A	8.35	A	8.48	A	876	A
USGS	08175800	2008-04-19	861	A	740	A	8.45	A	8.23	A	8.35	A	805	A
USGS	08175800	2008-04-20	993	A	838	A	8.74	A	8.41	A	8.62	A	938	A
USGS	08175800	2008-04-21	843	A	730	A	8.42	A	8.21	A	8.34	A	797	A
USGS	08175800	2008-04-22	849	A	804	A	8.43	A	8.35	A	8.39	A	825	A
USGS	08175800	2008-04-23	838	A	634	A	8.41	A	8.00	A	8.30	A	781	A
USGS	08175800	2008-04-24	923	A	630	A	8.58	A	7.99	A	8.23	A	743	A
USGS	08175800	2008-04-25	936	A	772	A	8.61	A	8.29	A	8.45	A	859	A
USGS	08175800	2008-04-26	911	A	710	A	8.55	A	8.17	A	8.30	A	779	A
USGS	08175800	2008-04-27	1300	A	911	A	9.37	A	8.55	A	9.12	A	1170	A
USGS	08175800	2008-04-28	1250	A	1060	A	9.28	A	8.89	A	9.03	A	1130	A
USGS	08175800	2008-04-29	1180	A	984	A	9.13	A	8.72	A	8.95	A	1090	A
USGS	08175800	2008-04-30	984	A	872	A	8.72	A	8.47	A	8.58	A	923	A
USGS	08175800	2008-05-01	878	A	651	A	8.48	A	8.04	A	8.24	A	752	A
USGS	08175800	2008-05-02	766	A	677	A	8.28	A	8.10	A	8.24	A	748	A
USGS	08175800	2008-05-03	766	A	691	A	8.28	A	8.13	A	8.22	A	738	A
USGS	08175800	2008-05-04	782	A	725	A	8.31	A	8.20	A	8.26	A	757	A
USGS	08175800	2008-05-05	751	A	735	A	8.25	A	8.22	A	8.23	A	742	A
USGS	08175800	2008-05-06	745	A	626	A	8.24	A	7.98	A	8.14	A	699	A
USGS	08175800	2008-05-07	793	A	638	A	8.33	A	8.01	A	8.16	A	704	A
USGS	08175800	2008-05-08	793	A	745	A	8.33	A	8.24	A	8.27	A	760	A
USGS	08175800	2008-05-09	761	A	725	A	8.27	A	8.20	A	8.25	A	749	A
USGS	08175800	2008-05-10	725	A	673	A	8.20	A	8.09	A	8.13	A	693	A
USGS	08175800	2008-05-11	761	A	682	A	8.27	A	8.11	A	8.21	A	730	A
USGS	08175800	2008-05-12	745	A	705	A	8.24	A	8.16	A	8.21	A	728	A
USGS	08175800	2008-05-13	849	A	695	A	8.43	A	8.14	A	8.27	A	765	A
USGS	08175800	2008-05-14	745	A	526	A	8.24	A	7.73	A	7.91	A	598	A
USGS	08175800	2008-05-15	677	A	585	A	8.10	A	7.88	A	8.04	A	652	A
USGS	08175800	2008-05-16	826	A	669	A	8.39	A	8.08	A	8.14	A	698	A
USGS	08175800	2008-05-17	979	A	766	A	8.71	A	8.28	A	8.53	A	894	A
USGS	08175800	2008-05-18	766	A	626	A	8.28	A	7.98	A	8.11	A	683	A
USGS	08175800	2008-05-19	656	A	609	A	8.05	A	7.94	A	7.98	A	626	A
USGS	08175800	2008-05-20	915	A	581	A	8.56	A	7.87	A	8.28	A	772	A
USGS	08175800	2008-05-21	682	A	565	A	8.11	A	7.83	A	7.98	A	626	A
USGS	08175800	2008-05-22	872	A	585	A	8.47	A	7.88	A	8.21	A	734	A
USGS	08175800	2008-05-23	898	A	549	A	8.52	A	7.79	A	7.99	A	635	A
USGS	08175800	2008-05-24	953	A	622	A	8.65	A	7.97	A	8.39	A	823	A
USGS	08175800	2008-05-25	622	A	545	A	7.97	A	7.78	A	7.86	A	576	A
USGS	08175800	2008-05-26	601	A	553	A	7.92	A	7.80	A	7.86	A	577	A
USGS	08175800	2008-05-27	705	A	585	A	8.16	A	7.88	A	8.04	A	654	A
USGS	08175800	2008-05-28	634	A	569	A	8.00	A	7.84	A	7.88	A	586	A
USGS	08175800	2008-05-29	720	A	634	A	8.19	A	8.00	A	8.10	A	679	A
USGS	08175800	2008-05-30	682	A	617	A	8.11	A	7.96	A	8.03	A	645	A
USGS	08175800	2008-05-31	677	A	634	A	8.10	A	8.00	A	8.05	A	655	A
USGS	08175800	2008-06-01	647	A	553	A	8.03	A	7.80	A	7.88	A	584	A
USGS	08175800	2008-06-02	626	A	569	A	7.98	A	7.84	A	7.92	A	601	A
USGS	08175800	2008-06-03	622	A	573	A	7.97	A	7.85	A	7.92	A	601	A
USGS	08175800	2008-06-04	634	A	577	A	8.00	A	7.86	A	7.92	A	602	A
USGS	08175800	2008-06-05	634	A	573	A	8.00	A	7.85	A	7.93	A	605	A
USGS	08175800	2008-06-06	638	A	585	A	8.01	A	7.88	A	7.95	A	614	A
USGS	08175800	2008-06-07	634	A	585	A	8.00	A	7.88	A	7.94	A	611	A
USGS	08175800	2008-06-08	664	A	622	A	8.07	A	7.97	A	8.04	A	651	A
USGS	08175800	2008-06-09	651	A	577	A	8.04	A	7.86	A	7.93	A	606	A
USGS	08175800	2008-06-10	651	A	585	A	8.04	A	7.88	A	7.94	A	607	A
USGS	08175800	2008-06-11	656	A	630	A	8.05	A	7.99	A	8.03	A	646	A
USGS	08175800	2008-06-12	638	A	589	A	8.01	A	7.89	A	7.95	A	615	A
USGS	08175800	2008-06-13	634	A	557	A	8.00	A	7.81	A	7.90	A	592	A
USGS	08175800	2008-06-14	617	A	569	A	7.96	A	7.84	A	7.90	A	591	A
USGS	08175800	2008-06-15	613	A	577	A	7.95	A	7.86	A	7.89	A	591	A
USGS	08175800	2008-06-16	622	A	573	A	7.97	A	7.85	A	7.91	A	595	A
USGS	08175800	2008-06-17	613	A	577	A	7.95	A	7.86	A	7.90	A	594	A
USGS	08175800	2008-06-18	609	A	565	A	7.94	A	7.83	A	7.89	A	587	A
USGS	08175800	2008-06-19	622	A	573	A	7.97	A	7.85	A	7.91	A	599	A
USGS	08175800	2008-06-20	643	A	593	A	8.02	A	7.90	A	7.95	A	612	A
USGS	08175800	2008-06-21	638	A	577	A	8.01	A	7.86	A	7.91	A	599	A
USGS	08175800	2008-06-22	617	A	561	A	7.96	A	7.82	A	7.88	A	583	A
USGS	08175800	2008-06-23	569	A	530	A	7.84	A	7.74	A	7.79	A	548	A
USGS	08175800	2008-06-24	577	A	534	A	7.86	A	7.75	A	7.81	A	556	A
USGS	08175800	2008-06-25	626	A	549	A	7.98	A	7.79	A	7.84	A	570	A
USGS	08175800	2008-06-26	643	A	549	A	8.02	A	7.79	A	7.89	A	591	A
USGS	08175800	2008-06-27	589	A	541	A	7.89	A	7.77	A	7.82	A	560	A
USGS	08175800	2008-06-28	601	A	515	A	7.92	A	7.70	A	7.83	A	567	A
USGS	08175800	2008-06-29	549	A	490	A	7.79	A	7.63	A	7.75	A	533	A
USGS	08175800	2008-06-30	660	A	465	A	8.06	A	7.56	A	7.78	A	550	A
USGS	08175800	2008-07-01	656	A	553	A	8.05	A	7.80	A	7.87	A	583	A
USGS	08175800	2008-07-02	622	A	565	A	7.97	A	7.83	A	7.90	A	592	A
USGS	08175800	2008-07-03	617	A	573	A	7.96	A	7.85	A	7.90	A	592	A
USGS	08175800	2008-07-04	597	A	569	A	7.91	A	7.84	A	7.89	A	588	A
USGS	08175800	2008-07-05	622	A	573	A	7.97	A	7.85	A	7.91	A	596	A
USGS	08175800	2008-07-06	651	A	601	A	8.04	A	7.92	A	7.99	A	630	A
USGS	08175800	2008-07-07	710	A	549	A	8.17	A	7.79	A	7.92	A	601	A
USGS	08175800	2008-07-08	804	A	622	A	8.35	A	7.97	A	8.25	A	750	A
USGS	08175800	2008-07-09	622	A	541	A	7.97	A	7.77	A	7.81	A	555	A
USGS	08175800	2008-07-10	634	A	545	A	8.00	A	7.78	A	7.87	A	581	A
USGS	08175800	2008-07-11	682	A	593	A	8.11	A	7.90	A	7.98	A	627	A
USGS	08175800	2008-07-12	725	A	585	A	8.20	A	7.88	A	8.09	A	673	A
USGS	08175800	2008-07-13	601	A	569	A	7.92	A	7.84	A	7.87	A	583	A
USGS	08175800	2008-07-14	601	A	557	A	7.92	A	7.81	A	7.86	A	577	A
USGS	08175800	2008-07-15	573	A	534	A	7.85	A	7.75	A	7.82	A	562	A
USGS	08175800	2008-07-16	593	A	561	A	7.90	A	7.82	A	7.85	A	572	A
USGS	08175800	2008-07-17	593	A	549	A	7.90	A	7.79	A	7.86	A	575	A
USGS	08175800	2008-07-18	585	A	482	A	7.88	A	7.61	A	7.79	A	550	A
USGS	08175800	2008-07-19	597	A	537	A	7.91	A	7.76	A	7.84	A	569	A
USGS	08175800	2008-07-20	565	A	522	A	7.83	A	7.72	A	7.79	A	549	A
USGS	08175800	2008-07-21	589	A	545	A	7.89	A	7.78	A	7.86	A	575	A
USGS	08175800	2008-07-22	581	A	526	A	7.87	A	7.73	A	7.80	A	554	A
USGS	08175800	2008-07-23	549	A	508	A	7.79	A	7.68	A	7.72	A	524	A
USGS	08175800	2008-07-24	597	A	545	A	7.91	A	7.78	A	7.86	A	576	A
USGS	08175800	2008-07-25	597	A	557	A	7.91	A	7.81	A	7.86	A	578	A
USGS	08175800	2008-07-26	1100	A	573	A	8.98	A	7.85	A	8.29	A	779	A
USGS	08175800	2008-07-27	1160	A	669	A	9.10	A	8.08	A	8.72	A	982	A
USGS	08175800	2008-07-28	669	A	526	A	8.08	A	7.73	A	7.85	A	573	A
USGS	08175800	2008-07-29	585	A	522	A	7.88	A	7.72	A	7.78	A	545	A
USGS	08175800	2008-07-30	605	A	585	A	7.93	A	7.88	A	7.91	A	595	A
USGS	08175800	2008-07-31	609	A	573	A	7.94	A	7.85	A	7.90	A	593	A
USGS	08175800	2008-08-01	581	A	545	A	7.87	A	7.78	A	7.83	A	563	A
USGS	08175800	2008-08-02	589	A	534	A	7.89	A	7.75	A	7.83	A	566	A
USGS	08175800	2008-08-03	545	A	534	A	7.78	A	7.75	A	7.77	A	542	A
USGS	08175800	2008-08-04	589	A	541	A	7.89	A	7.77	A	7.83	A	563	A
USGS	08175800	2008-08-05	585	A	541	A	7.88	A	7.77	A	7.85	A	573	A
USGS	08175800	2008-08-06	577	A	549	A	7.86	A	7.79	A	7.83	A	565	A
USGS	08175800	2008-08-07	677	A	530	A	8.10	A	7.74	A	7.94	A	611	A
USGS	08175800	2008-08-08	585	A	500	A	7.88	A	7.66	A	7.70	A	516	A
USGS	08175800	2008-08-09	613	A	581	A	7.95	A	7.87	A	7.91	A	599	A
USGS	08175800	2008-08-10	589	A	530	A	7.89	A	7.74	A	7.81	A	558	A
USGS	08175800	2008-08-11	534	A	486	A	7.75	A	7.62	A	7.67	A	505	A
USGS	08175800	2008-08-12	647	A	482	A	8.03	A	7.61	A	7.68	A	507	A
USGS	08175800	2008-08-13	923	A	585	A	8.58	A	7.88	A	8.33	A	796	A
USGS	08175800	2008-08-14	585	A	508	A	7.88	A	7.68	A	7.73	A	527	A
USGS	08175800	2008-08-15	643	A	549	A	8.02	A	7.79	A	7.93	A	604	A
USGS	08175800	2008-08-16	630	A	593	A	7.99	A	7.90	A	7.95	A	612	A
USGS	08175800	2008-08-17	643	A	581	A	8.02	A	7.87	A	7.94	A	607	A
USGS	08175800	2008-08-18	1010	A	549	A	8.78	A	7.79	A	8.05	A	667	A
USGS	08175800	2008-08-19	1050	A	843	A	8.87	A	8.42	A	8.65	A	952	A
USGS	08175800	2008-08-20	975	A	843	A	8.70	A	8.42	A	8.54	A	906	A
USGS	08175800	2008-08-21	975	A	884	A	8.70	A	8.49	A	8.61	A	937	A
USGS	08175800	2008-08-22	884	A	725	A	8.49	A	8.20	A	8.30	A	777	A
USGS	08175800	2008-08-23	756	A	634	A	8.26	A	8.00	A	8.15	A	702	A
USGS	08175800	2008-08-24	730	A	634	A	8.21	A	8.00	A	8.13	A	693	A
USGS	08175800	2008-08-25	669	A	601	A	8.08	A	7.92	A	7.97	A	620	A
USGS	08175800	2008-08-26	849	A	669	A	8.43	A	8.08	A	8.33	A	795	A
USGS	08175800	2008-08-27	932	A	695	A	8.60	A	8.14	A	8.42	A	840	A
USGS	08175800	2008-08-28	695	A	593	A	8.14	A	7.90	A	8.00	A	635	A
USGS	08175800	2008-08-29	705	A	651	A	8.16	A	8.04	A	8.10	A	677	A
USGS	08175800	2008-08-30	725	A	613	A	8.20	A	7.95	A	8.12	A	689	A
USGS	08175800	2008-08-31	613	A	581	A	7.95	A	7.87	A	7.91	A	596	A
USGS	08175800	2008-09-01	597	A	490	A	7.91	A	7.63	A	7.78	A	548	A
USGS	08175800	2008-09-02	597	A	486	A	7.91	A	7.62	A	7.75	A	537	A
USGS	08175800	2008-09-03	735	A	557	A	8.22	A	7.81	A	7.90	A	593	A
USGS	08175800	2008-09-04	911	A	651	A	8.55	A	8.04	A	8.33	A	798	A
USGS	08175800	2008-09-05	677	A	613	A	8.10	A	7.95	A	8.03	A	648	A
USGS	08175800	2008-09-06	617	A	597	A	7.96	A	7.91	A	7.94	A	609	A
USGS	08175800	2008-09-07	605	A	557	A	7.93	A	7.81	A	7.87	A	581	A
USGS	08175800	2008-09-08	589	A	522	A	7.89	A	7.72	A	7.81	A	557	A
USGS	08175800	2008-09-09	660	A	526	A	8.06	A	7.73	A	7.81	A	556	A
USGS	08175800	2008-09-10	673	A	593	A	8.09	A	7.90	A	7.98	A	628	A
USGS	08175800	2008-09-11	651	A	573	A	8.04	A	7.85	A	7.95	A	612	A
USGS	08175800	2008-09-12	643	A	577	A	8.02	A	7.86	A	7.93	A	605	A
USGS	08175800	2008-09-13	609	A	504	A	7.94	A	7.67	A	7.78	A	546	A
USGS	08175800	2008-09-14	519	A	475	A	7.71	A	7.59	A	7.67	A	505	A
USGS	08175800	2008-09-15	617	A	479	A	7.96	A	7.60	A	7.84	A	572	A
USGS	08175800	2008-09-16	630	A	537	A	7.99	A	7.76	A	7.91	A	596	A
USGS	08175800	2008-09-17	788	A	537	A	8.32	A	7.76	A	7.99	A	633	A
USGS	08175800	2008-09-18	799	A	710	A	8.34	A	8.17	A	8.29	A	770	A
USGS	08175800	2008-09-19	715	A	605	A	8.18	A	7.93	A	8.09	A	676	A
USGS	08175800	2008-09-20	609	A	553	A	7.94	A	7.80	A	7.88	A	584	A
USGS	08175800	2008-09-21	691	A	573	A	8.13	A	7.85	A	7.98	A	626	A
USGS	08175800	2008-09-22	673	A	541	A	8.09	A	7.77	A	7.88	A	584	A
USGS	08175800	2008-09-23	669	A	541	A	8.08	A	7.77	A	7.94	A	610	A
USGS	08175800	2008-09-24	669	A	593	A	8.08	A	7.90	A	7.94	A	609	A
USGS	08175800	2008-09-25	691	A	643	A	8.13	A	8.02	A	8.09	A	672	A
USGS	08175800	2008-09-26	647	A	569	A	8.03	A	7.84	A	7.91	A	598	A
USGS	08175800	2008-09-27	577	A	537	A	7.86	A	7.76	A	7.83	A	563	A
USGS	08175800	2008-09-28	541	A	504	A	7.77	A	7.67	A	7.71	A	520	A
USGS	08175800	2008-09-29	504	A	388	A	7.67	A	7.34	A	7.49	A	440	A
USGS	08175800	2008-09-30	691	A	482	A	8.13	A	7.61	A	7.94	A	612	A
USGS	08175800	2008-10-01	740	A	605	A	8.23	A	7.93	A	8.11	A	682	A
USGS	08175800	2008-10-02	605	A	561	A	7.93	A	7.82	A	7.86	A	577	A
USGS	08175800	2008-10-03	638	A	573	A	8.01	A	7.85	A	7.93	A	606	A
USGS	08175800	2008-10-04	597	A	526	A	7.91	A	7.73	A	7.80	A	553	A
USGS	08175800	2008-10-05	534	A	511	A	7.75	A	7.69	A	7.73	A	526	A
USGS	08175800	2008-10-06	511	A	438	A	7.69	A	7.48	A	7.57	A	469	A
USGS	08175800	2008-10-07	458	A	430	A	7.54	A	7.46	A	7.51	A	447	A
USGS	08175800	2008-10-08	430	A	325	A	7.46	A	7.16	A	7.40	A	408	A
USGS	08175800	2008-10-09	452	A	218	A	7.52	A	6.83	A	7.06	A	294	A
USGS	08175800	2008-10-10	462	A	423	A	7.55	A	7.44	A	7.49	A	442	A
USGS	08175800	2008-10-11	438	A	409	A	7.48	A	7.40	A	7.44	A	424	A
USGS	08175800	2008-10-12	416	A	398	A	7.42	A	7.37	A	7.40	A	408	A
USGS	08175800	2008-10-13	416	A	402	A	7.43	A	7.39	A	7.41	A	409	A
USGS	08175800	2008-10-14	416	A	302	A	7.43	A	7.10	A	7.36	A	390	A
USGS	08175800	2008-10-15	472	A	215	A	7.59	A	6.83	A	7.09	A	301	A
USGS	08175800	2008-10-16	573	A	472	A	7.86	A	7.59	A	7.77	A	540	A
USGS	08175800	2008-10-17	561	A	537	A	7.83	A	7.77	A	7.81	A	552	A
USGS	08175800	2008-10-18	557	A	458	A	7.82	A	7.56	A	7.69	A	506	A
USGS	08175800	2008-10-19	515	A	448	A	7.72	A	7.53	A	7.62	A	481	A
USGS	08175800	2008-10-20	448	A	427	A	7.53	A	7.47	A	7.51	A	440	A
USGS	08175800	2008-10-21	448	A	423	A	7.53	A	7.46	A	7.47	A	427	A
USGS	08175800	2008-10-22	530	A	448	A	7.76	A	7.53	A	7.69	A	504	A
USGS	08175800	2008-10-23	482	A	448	A	7.63	A	7.53	A	7.57	A	462	A
USGS	08175800	2008-10-24	486	A	353	A	7.64	A	7.27	A	7.49	A	435	A
USGS	08175800	2008-10-25	508	A	360	A	7.71	A	7.29	A	7.58	A	462	A
USGS	08175800	2008-10-26	438	A	427	A	7.51	A	7.48	A	7.49	A	431	A
USGS	08175800	2008-10-27	434	A	412	A	7.50	A	7.44	A	7.47	A	422	A
USGS	08175800	2008-10-28	416	A	405	A	7.45	A	7.42	A	7.44	A	411	A
USGS	08175800	2008-10-29	416	A	395	A	7.45	A	7.39	A	7.43	A	409	A
USGS	08175800	2008-10-30	416	A	402	A	7.45	A	7.41	A	7.43	A	410	A
USGS	08175800	2008-10-31	409	A	283	A	7.44	A	7.07	A	7.36	A	380	A
USGS	08175800	2008-11-01	441	A	239	A	7.53	A	6.94	A	7.19	A	323	A
USGS	08175800	2008-11-02	486	A	441	A	7.66	A	7.53	A	7.60	A	465	A
USGS	08175800	2008-11-03	452	A	430	A	7.56	A	7.50	A	7.53	A	439	A
USGS	08175800	2008-11-04	430	A	308	A	7.50	A	7.15	A	7.40	A	395	A
USGS	08175800	2008-11-05	455	A	295	A	7.58	A	7.11	A	7.28	A	354	A
USGS	08175800	2008-11-06	490	A	452	A	7.68	A	7.57	A	7.62	A	469	A
USGS	08175800	2008-11-07	455	A	382	A	7.58	A	7.37	A	7.49	A	424	A
USGS	08175800	2008-11-08	486	A	276	A	7.67	A	7.06	A	7.32	A	363	A
USGS	08175800	2008-11-09	482	A	455	A	7.66	A	7.58	A	7.61	A	467	A
USGS	08175800	2008-11-10	569	A	448	A	7.89	A	7.56	A	7.73	A	508	A
USGS	08175800	2008-11-11	577	A	497	A	7.91	A	7.70	A	7.80	A	533	A
USGS	08175800	2008-11-12	515	A	486	A	7.76	A	7.68	A	7.71	A	498	A
USGS	08175800	2008-11-13	486	A	445	A	7.68	A	7.56	A	7.60	A	460	A
USGS	08175800	2008-11-14	479	A	434	A	7.66	A	7.53	A	7.60	A	460	A
USGS	08175800	2008-11-15	452	A	416	A	7.58	A	7.48	A	7.52	A	430	A
USGS	08175800	2008-11-16	462	A	438	A	7.61	A	7.54	A	7.57	A	448	A
USGS	08175800	2008-11-17	438	A	412	A	7.54	A	7.47	A	7.50	A	425	A
USGS	08175800	2008-11-18	423	A	412	A	7.50	A	7.48	A	7.49	A	417	A
USGS	08175800	2008-11-19	416	A	398	A	7.49	A	7.44	A	7.46	A	407	A
USGS	08175800	2008-11-20	402	A	286	A	7.45	A	7.11	A	7.38	A	376	A
USGS	08175800	2008-11-21	349	A	155	A	7.30	A	6.68	A	6.91	A	225	A
USGS	08175800	2008-11-22	472	A	349	A	7.65	A	7.30	A	7.54	A	436	A
USGS	08175800	2008-11-23	472	A	412	A	7.65	A	7.48	A	7.56	A	440	A
