# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:16:37 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08188810 Guadalupe Rv at SH 35 nr Tivoli, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08188810
#            TS   parameter     statistic     Description
#        137060       00065     00001     Gage height, feet (Maximum)
#        137061       00065     00002     Gage height, feet (Minimum)
#        137062       00065     00003     Gage height, feet (Mean)
#        137064       72255     00002     Mean water velocity for discharge computation, feet per second (Minimum)
#        137066       00060     00001     Discharge, cubic feet per second (Maximum)
#        137067       00060     00002     Discharge, cubic feet per second (Minimum)
#        277573       72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#        325731       00060     00003     Discharge, cubic feet per second (Mean)
#        325732       72255     00003     Mean water velocity for discharge computation, feet per second (Mean)
#        325733       72255     00001     Mean water velocity for discharge computation, feet per second (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	137060_00065_00001	137060_00065_00001_cd	137061_00065_00002	137061_00065_00002_cd	137062_00065_00003	137062_00065_00003_cd	137064_72255_00002	137064_72255_00002_cd	137066_00060_00001	137066_00060_00001_cd	137067_00060_00002	137067_00060_00002_cd	277573_72137_00003	277573_72137_00003_cd	325731_00060_00003	325731_00060_00003_cd	325732_72255_00003	325732_72255_00003_cd	325733_72255_00001	325733_72255_00001_cd
USGS	08188810	2019-08-24	11.23	A	10.72	A	10.94	A	0.49	A	961	A	702	A	861	A	864	A	0.60	A	0.68	A
USGS	08188810	2019-08-25	11.27	A	10.83	A	11.01	A	0.48	A	950	A	707	A	845	A	852	A	0.59	A	0.66	A
USGS	08188810	2019-08-26	11.37	A	10.67	A	11.11	A	-0.01	A	955	A	-19.5	A	790	A	783	A	0.54	A	0.66	A
USGS	08188810	2019-08-27	11.30	A	10.83	A	11.09	A	0.36	A	978	A	518	A	788	A	790	A	0.54	A	0.68	A
USGS	08188810	2019-08-28	11.15	A	10.48	A	10.88	A	0.37	A	955	A	521	A	819	A	810	A	0.57	A	0.67	A
USGS	08188810	2019-08-29	11.15	A	10.60	A	10.84	A	0.53	A	959	A	760	A	872	A	878	A	0.62	A	0.68	A
USGS	08188810	2019-08-30	11.05	A	10.72	A	10.89	A	0.55	A	1020	A	791	A	891	A	902	A	0.63	A	0.72	A
USGS	08188810	2019-08-31	11.08	A	10.67	A	10.85	A	0.48	A	1010	A	703	A	857	A	863	A	0.60	A	0.71	A
USGS	08188810	2019-09-01	11.04	A	10.63	A	10.84	A	0.47	A	907	A	676	A	809	A	805	A	0.56	A	0.65	A
USGS	08188810	2019-09-02	11.24	A	10.82	A	11.04	A	0.45	A	886	A	663	A	774	A	794	A	0.55	A	0.61	A
USGS	08188810	2019-09-03	11.50	A	10.93	A	11.22	A	0.24	A	846	A	339	A	715	A	690	A	0.47	A	0.58	A
USGS	08188810	2019-09-04	11.99	A	11.40	A	11.65	A	0.39	A	808	A	606	A	714	A	723	A	0.48	A	0.54	A
USGS	08188810	2019-09-05	11.86	A	11.30	A	11.59	A	0.33	A	831	A	504	A	733	A	736	A	0.49	A	0.56	A
USGS	08188810	2019-09-06	11.31	A	10.86	A	11.05	A	0.38	A	892	A	543	A	750	A	763	A	0.53	A	0.61	A
USGS	08188810	2019-09-07	11.03	A	10.48	A	10.84	A	0.34	A	878	A	476	A	740	A	745	A	0.52	A	0.62	A
USGS	08188810	2019-09-08	11.11	A	10.56	A	10.88	A	0.30	A	842	A	415	A	731	A	724	A	0.50	A	0.58	A
USGS	08188810	2019-09-09	11.28	A	10.63	A	11.01	A	0.32	A	859	A	457	A	711	A	712	A	0.49	A	0.60	A
USGS	08188810	2019-09-10	11.29	A	10.57	A	10.99	A	0.29	A	826	A	413	A	683	A	679	A	0.47	A	0.57	A
USGS	08188810	2019-09-11	11.51	A	10.83	A	11.11	A	0.20	A	850	A	283	A	674	A	668	A	0.46	A	0.59	A
USGS	08188810	2019-09-12	11.48	A	10.83	A	11.20	A	0.20	A	808	A	292	A	701	A	686	A	0.47	A	0.56	A
USGS	08188810	2019-09-13	11.52	A	11.16	A	11.32	A	0.44	A	828	A	658	A	758	A	759	A	0.51	A	0.56	A
USGS	08188810	2019-09-14	11.60	A	11.14	A	11.34	A	0.41	A	916	A	615	A	788	A	802	A	0.54	A	0.62	A
USGS	08188810	2019-09-15	11.63	A	11.22	A	11.42	A	0.38	A	854	A	582	A	752	A	745	A	0.50	A	0.58	A
USGS	08188810	2019-09-16	11.77	A	11.39	A	11.55	A	0.35	A	831	A	532	A	708	A	707	A	0.47	A	0.55	A
USGS	08188810	2019-09-17	11.72	A	11.57	A	11.63	A	0.41	A	804	A	626	A	710	A	704	A	0.46	A	0.53	A
USGS	08188810	2019-09-18	11.66	A	11.38	A	11.53	A	0.43	A	828	A	644	A	743	A	756	A	0.50	A	0.55	A
USGS	08188810	2019-09-19	11.63	A	11.27	A	11.44	A	0.38	A	840	A	562	A	721	A	722	A	0.48	A	0.57	A
USGS	08188810	2019-09-20	11.70	A	11.35	A	11.53	A	0.41	A	807	A	622	A	712	A	726	A	0.48	A	0.54	A
USGS	08188810	2019-09-21	11.80	A	11.33	A	11.61	A	0.39	A	828	A	591	A	706	A	696	A	0.46	A	0.56	A
USGS	08188810	2019-09-22	11.98	A	11.61	A	11.79	A	0.40	A	884	A	620	A	742	A	725	A	0.47	A	0.58	A
USGS	08188810	2019-09-23	12.09	A	11.72	A	11.92	A	0.51	A	961	A	794	A	842	A	859	A	0.55	A	0.62	A
USGS	08188810	2019-09-24	12.16	A	11.80	A	11.94	A	0.43	A	1020	A	672	A	903	A	883	A	0.57	A	0.66	A
USGS	08188810	2019-09-25	12.25	A	11.82	A	12.02	A	0.54	A	1090	A	865	A	957	A	990	A	0.63	A	0.71	A
USGS	08188810	2019-09-26	12.03	A	11.79	A	11.90	A	0.51	A	1050	A	790	A	899	A	911	A	0.59	A	0.68	A
USGS	08188810	2019-09-27	12.25	A	11.69	A	11.91	A	0.42	A	887	A	671	A	799	A	775	A	0.50	A	0.58	A
USGS	08188810	2019-09-28	12.27	A	11.95	A	12.13	A	0.41	A	893	A	656	A	751	A	767	A	0.49	A	0.57	A
USGS	08188810	2019-09-29	12.24	A	12.02	A	12.14	A	0.39	A	780	A	620	A	721	A	716	A	0.45	A	0.50	A
USGS	08188810	2019-09-30	12.28	A	12.05	A	12.13	A	0.38	A	804	A	612	A	710	A	713	A	0.45	A	0.51	A
USGS	08188810	2019-10-01	12.20	A	11.99	A	12.11	A	0.40	A	806	A	640	A	701	A	706	A	0.45	A	0.52	A
USGS	08188810	2019-10-02	12.17	A	11.96	A	12.11	A	0.40	A	780	A	627	A	698	A	697	A	0.44	A	0.50	A
USGS	08188810	2019-10-03	12.14	A	11.81	A	12.00	A	0.38	A	792	A	600	A	700	A	709	A	0.45	A	0.51	A
USGS	08188810	2019-10-04	12.12	A	11.69	A	11.89	A	0.34	A	823	A	539	A	699	A	698	A	0.45	A	0.53	A
USGS	08188810	2019-10-05	11.83	A	11.56	A	11.73	A	0.40	A	802	A	616	A	700	A	700	A	0.46	A	0.53	A
USGS	08188810	2019-10-06	11.83	A	11.52	A	11.67	A	0.38	A	793	A	592	A	694	A	686	A	0.45	A	0.52	A
USGS	08188810	2019-10-07	11.55	A	11.28	A	11.46	A	0.41	A	790	A	610	A	689	A	706	A	0.47	A	0.52	A
USGS	08188810	2019-10-08	11.90	A	11.24	A	11.60	A	0.34	A	772	A	520	A	624	A	615	A	0.41	A	0.52	A
USGS	08188810	2019-10-09	12.20	A	11.70	A	11.95	A	0.26	A	663	A	406	A	555	A	541	A	0.35	A	0.43	A
USGS	08188810	2019-10-10	12.20	A	12.06	A	12.12	A	0.33	A	624	A	518	A	582	A	564	A	0.36	A	0.40	A
USGS	08188810	2019-10-11	12.09	A	10.73	A	11.36	A	0.37	A	958	A	544	A	698	A	753	A	0.51	A	0.66	A
USGS	08188810	2019-10-12	11.49	A	11.02	A	11.27	A	0.33	A	776	A	496	A	651	A	623	A	0.42	A	0.53	A
USGS	08188810	2019-10-13	11.47	A	11.28	A	11.38	A	0.36	A	711	A	540	A	602	A	608	A	0.41	A	0.48	A
USGS	08188810	2019-10-14	11.65	A	11.47	A	11.55	A	0.35	A	698	A	535	A	596	A	589	A	0.39	A	0.46	A
USGS	08188810	2019-10-15	11.67	A	11.55	A	11.63	A	0.37	A	711	A	559	A	630	A	625	A	0.41	A	0.47	A
USGS	08188810	2019-10-16	11.67	A	10.97	A	11.34	A	0.38	A	892	A	582	A	689	A	710	A	0.48	A	0.61	A
USGS	08188810	2019-10-17	11.58	A	11.25	A	11.46	A	0.36	A	812	A	538	A	690	A	691	A	0.46	A	0.54	A
USGS	08188810	2019-10-18	11.97	A	11.55	A	11.82	A	0.36	A	724	A	565	A	644	A	643	A	0.42	A	0.48	A
USGS	08188810	2019-10-19	12.25	A	11.92	A	12.10	A	0.32	A	727	A	503	A	613	A	604	A	0.38	A	0.47	A
USGS	08188810	2019-10-20	12.25	A	11.93	A	12.09	A	0.33	A	729	A	529	A	631	A	622	A	0.40	A	0.47	A
USGS	08188810	2019-10-21	12.29	A	11.75	A	12.02	A	0.24	A	837	A	386	A	692	A	701	A	0.45	A	0.55	A
USGS	08188810	2019-10-22	12.03	A	11.68	A	11.87	A	0.41	A	853	A	643	A	734	A	736	A	0.48	A	0.56	A
USGS	08188810	2019-10-23	12.14	A	11.68	A	11.91	A	0.35	A	799	A	551	A	714	A	707	A	0.46	A	0.52	A
USGS	08188810	2019-10-24	12.20	A	11.80	A	11.99	A	0.34	A	805	A	532	A	743	A	675	A	0.43	A	0.52	A
USGS	08188810	2019-10-25	12.04	A	10.83	A	11.06	A	0.44	A	1160	A	688	A	883	A	968	A	0.67	A	0.79	A
USGS	08188810	2019-10-26	10.87	A	10.69	A	10.79	A	0.50	A	931	A	713	A	835	A	815	A	0.57	A	0.65	A
USGS	08188810	2019-10-27	10.87	A	10.61	A	10.72	A	0.49	A	873	A	695	A	749	A	782	A	0.55	A	0.62	A
USGS	08188810	2019-10-28	11.19	A	10.64	A	10.99	A	-0.02	A	750	A	-32.1	A	681	A	591	A	0.41	A	0.52	A
USGS	08188810	2019-10-29	12.24	A	11.19	A	11.81	A	0.45	A	1450	A	664	A	1060	A	1070	A	0.69	A	0.91	A
USGS	08188810	2019-10-30	12.43	A	11.63	A	12.16	A	0.84	A	1760	A	1350	A	1510	A	1550	A	0.98	A	1.16	A
USGS	08188810	2019-10-31	11.75	A	11.55	A	11.66	A	1.00	A	1760	A	1520	A	1600	A	1620	A	1.06	A	1.16	A
USGS	08188810	2019-11-01	11.80	A	11.60	A	11.70	A	0.94	A	1600	A	1430	A	1490	A	1510	A	0.99	A	1.06	A
USGS	08188810	2019-11-02	11.70	A	11.43	A	11.59	A	0.83	A	1450	A	1250	A	1340	A	1340	A	0.88	A	0.96	A
USGS	08188810	2019-11-03	11.62	A	11.31	A	11.47	A	0.70	A	1280	A	1060	A	1170	A	1160	A	0.78	A	0.86	A
USGS	08188810	2019-11-04	11.58	A	11.31	A	11.45	A	0.62	A	1160	A	937	A	1040	A	1040	A	0.69	A	0.78	A
USGS	08188810	2019-11-05	11.59	A	11.31	A	11.44	A	0.58	A	1050	A	870	A	961	A	956	A	0.64	A	0.71	A
USGS	08188810	2019-11-06	11.61	A	10.86	A	11.36	A	-0.01	A	1030	A	-20.6	A	898	A	882	A	0.59	A	0.69	A
USGS	08188810	2019-11-07	11.64	A	11.08	A	11.32	A	0.47	A	1160	A	717	A	942	A	921	A	0.62	A	0.79	A
USGS	08188810	2019-11-08	11.08	A	10.85	A	10.97	A	0.63	A	1160	A	911	A	1010	A	1050	A	0.72	A	0.81	A
USGS	08188810	2019-11-09	11.29	A	10.98	A	11.13	A	0.56	A	994	A	832	A	931	A	920	A	0.63	A	0.69	A
USGS	08188810	2019-11-10	11.49	A	11.25	A	11.30	A	0.57	A	941	A	843	A	909	A	892	A	0.60	A	0.64	A
USGS	08188810	2019-11-11	11.56	A	10.40	A	11.30	A	0.58	A	1230	A	871	A	1000	A	1010	A	0.69	A	0.88	A
USGS	08188810	2019-11-12	10.79	A	10.29	A	10.44	A	0.61	A	1220	A	860	A	1020	A	1030	A	0.75	A	0.89	A
USGS	08188810	2019-11-13	10.96	A	10.69	A	10.81	A	0.59	A	988	A	841	A	914	A	917	A	0.64	A	0.70	A
USGS	08188810	2019-11-14	11.17	A	10.79	A	10.96	A	0.47	A	908	A	685	A	836	A	831	A	0.58	A	0.64	A
USGS	08188810	2019-11-15	11.30	A	10.99	A	11.15	A	0.48	A	847	A	696	A	799	A	792	A	0.54	A	0.58	A
USGS	08188810	2019-11-16	11.28	A	10.98	A	11.15	A	0.49	A	904	A	720	A	810	A	815	A	0.56	A	0.62	A
USGS	08188810	2019-11-17	11.32	A	11.03	A	11.17	A	0.51	A	907	A	755	A	822	A	821	A	0.56	A	0.62	A
USGS	08188810	2019-11-18	11.31	A	10.99	A	11.19	A	0.51	A	925	A	761	A	830	A	827	A	0.56	A	0.64	A
USGS	08188810	2019-11-19	11.16	A	10.90	A	11.07	A	0.54	A	944	A	795	A	843	A	854	A	0.59	A	0.65	A
USGS	08188810	2019-11-20	11.30	A	10.88	A	11.08	A	0.45	A	916	A	671	A	818	A	813	A	0.56	A	0.64	A
USGS	08188810	2019-11-21	11.32	A	10.97	A	11.19	A	0.46	A	891	A	667	A	789	A	774	A	0.53	A	0.61	A
USGS	08188810	2019-11-22	11.28	A	10.83	A	11.13	A	0.47	A	993	A	693	A	826	A	835	A	0.57	A	0.69	A
USGS	08188810	2019-11-23	11.03	A	10.77	A	10.90	A	0.54	A	985	A	775	A	848	A	856	A	0.60	A	0.69	A
USGS	08188810	2019-11-24	11.16	A	10.98	A	11.06	A	0.51	A	862	A	749	A	810	A	812	A	0.56	A	0.60	A
USGS	08188810	2019-11-25	11.41	A	10.95	A	11.18	A	0.36	A	865	A	520	A	762	A	749	A	0.51	A	0.59	A
USGS	08188810	2019-11-26	11.67	A	11.29	A	11.53	A	0.39	A	836	A	594	A	758	A	747	A	0.50	A	0.55	A
USGS	08188810	2019-11-27	11.68	A	11.19	A	11.36	A	0.46	A	933	A	695	A	790	A	809	A	0.54	A	0.63	A
USGS	08188810	2019-11-28	11.54	A	11.15	A	11.32	A	0.45	A	900	A	674	A	785	A	795	A	0.54	A	0.61	A
USGS	08188810	2019-11-29	11.54	A	11.24	A	11.43	A	0.44	A	835	A	665	A	765	A	757	A	0.51	A	0.56	A
USGS	08188810	2019-11-30	11.78	A	11.27	A	11.53	A	0.41	A	917	A	633	A	787	A	773	A	0.51	A	0.62	A
USGS	08188810	2019-12-01	11.27	A	10.70	A	10.94	A	0.49	A	995	A	700	A	838	A	851	A	0.59	A	0.69	A
USGS	08188810	2019-12-02	10.80	A	10.16	A	10.49	A	0.31	A	986	A	424	A	828	A	839	A	0.60	A	0.70	A
USGS	08188810	2019-12-03	10.58	A	9.97	A	10.34	A	0.36	A	958	A	488	A	828	A	816	A	0.59	A	0.69	A
USGS	08188810	2019-12-04	10.67	A	10.21	A	10.48	A	0.41	A	935	A	566	A	818	A	831	A	0.60	A	0.67	A
USGS	08188810	2019-12-05	10.63	A	10.18	A	10.47	A	0.36	A	951	A	483	A	807	A	817	A	0.59	A	0.69	A
USGS	08188810	2019-12-06	10.63	A	10.10	A	10.39	A	0.36	A	932	A	481	A	814	A	795	A	0.58	A	0.67	A
USGS	08188810	2019-12-07	10.55	A	9.92	A	10.34	A	0.42	A	959	A	550	A	820	A	837	A	0.61	A	0.70	A
USGS	08188810	2019-12-08	10.86	A	10.20	A	10.60	A	0.28	A	909	A	385	A	800	A	788	A	0.56	A	0.65	A
USGS	08188810	2019-12-09	11.11	A	10.75	A	10.91	A	0.39	A	862	A	559	A	796	A	776	A	0.54	A	0.60	A
USGS	08188810	2019-12-10	11.13	A	9.99	A	10.61	A	0.41	A	1000	A	546	A	810	A	828	A	0.59	A	0.73	A
USGS	08188810	2019-12-11	10.88	A	10.54	A	10.79	A	0.31	A	869	A	438	A	789	A	771	A	0.54	A	0.62	A
USGS	08188810	2019-12-12	11.25	A	10.78	A	11.06	A	0.51	A	856	A	733	A	779	A	794	A	0.55	A	0.59	A
USGS	08188810	2019-12-13	11.44	A	11.18	A	11.31	A	0.47	A	851	A	700	A	786	A	775	A	0.52	A	0.58	A
USGS	08188810	2019-12-14	11.45	A	11.15	A	11.34	A	0.51	A	924	A	749	A	819	A	828	A	0.56	A	0.63	A
USGS	08188810	2019-12-15	11.57	A	11.21	A	11.40	A	0.45	A	944	A	684	A	822	A	813	A	0.55	A	0.64	A
USGS	08188810	2019-12-16	11.46	A	10.13	A	11.03	A	0.48	A	1060	A	660	A	856	A	863	A	0.60	A	0.74	A
USGS	08188810	2019-12-17	10.32	A	9.82	A	10.09	A	0.40	A	990	A	535	A	847	A	860	A	0.64	A	0.73	A
USGS	08188810	2019-12-18	10.34	A	9.84	A	10.19	A	0.33	A	906	A	443	A	794	A	797	A	0.59	A	0.66	A
USGS	08188810	2019-12-19	10.62	A	9.96	A	10.36	A	0.34	A	899	A	449	A	770	A	757	A	0.55	A	0.66	A
USGS	08188810	2019-12-20	11.10	A	10.48	A	10.75	A	0.43	A	906	A	591	A	786	A	774	A	0.55	A	0.63	A
USGS	08188810	2019-12-21	11.04	A	10.77	A	10.90	A	0.53	A	978	A	763	A	855	A	891	A	0.62	A	0.69	A
USGS	08188810	2019-12-22	10.83	A	10.41	A	10.59	A	0.44	A	958	A	620	A	846	A	851	A	0.61	A	0.69	A
USGS	08188810	2019-12-23	10.74	A	10.21	A	10.58	A	0.35	A	896	A	471	A	795	A	800	A	0.57	A	0.64	A
USGS	08188810	2019-12-24	10.54	A	9.98	A	10.35	A	0.31	A	864	A	414	A	739	A	715	A	0.52	A	0.63	A
USGS	08188810	2019-12-25	10.68	A	10.34	A	10.54	A	0.30	A	838	A	415	A	742	A	740	A	0.53	A	0.60	A
USGS	08188810	2019-12-26	10.88	A	10.47	A	10.70	A	0.37	A	892	A	516	A	779	A	783	A	0.55	A	0.63	A
USGS	08188810	2019-12-27	10.81	A	10.55	A	10.70	A	0.39	A	861	A	547	A	776	A	783	A	0.55	A	0.61	A
USGS	08188810	2019-12-28	11.25	A	10.61	A	10.94	A	0.24	A	961	A	347	A	759	A	751	A	0.52	A	0.67	A
USGS	08188810	2019-12-29	11.19	A	10.56	A	10.90	A	0.44	A	923	A	639	A	786	A	797	A	0.56	A	0.66	A
USGS	08188810	2019-12-30	11.00	A	10.55	A	10.72	A	0.37	A	906	A	519	A	800	A	799	A	0.56	A	0.64	A
USGS	08188810	2019-12-31	10.67	A	10.30	A	10.56	A	0.31	A	922	A	426	A	783	A	793	A	0.57	A	0.66	A
USGS	08188810	2020-01-01	10.70	A	10.21	A	10.53	A	0.34	A	934	A	465	A	791	A	788	A	0.57	A	0.67	A
USGS	08188810	2020-01-02	11.09	A	10.48	A	10.83	A	0.25	A	948	A	364	A	787	A	771	A	0.54	A	0.68	A
USGS	08188810	2020-01-03	11.00	A	10.23	A	10.73	A	0.36	A	891	A	503	A	779	A	774	A	0.55	A	0.63	A
USGS	08188810	2020-01-04	10.69	A	10.16	A	10.47	A	0.33	A	909	A	455	A	777	A	786	A	0.57	A	0.66	A
USGS	08188810	2020-01-05	10.41	A	9.81	A	10.15	A	0.34	A	920	A	461	A	798	A	779	A	0.58	A	0.67	A
USGS	08188810	2020-01-06	10.44	A	9.92	A	10.29	A	0.36	A	945	A	486	A	845	A	836	A	0.61	A	0.69	A
USGS	08188810	2020-01-07	10.50	A	10.02	A	10.37	A	0.47	A	1060	A	626	A	904	A	932	A	0.68	A	0.77	A
USGS	08188810	2020-01-08	10.61	A	10.19	A	10.51	A	0.39	A	979	A	526	A	852	A	853	A	0.61	A	0.70	A
USGS	08188810	2020-01-09	11.21	A	10.57	A	10.82	A	0.35	A	902	A	492	A	772	A	759	A	0.53	A	0.64	A
USGS	08188810	2020-01-10	11.56	A	11.12	A	11.37	A	0.42	A	829	A	621	A	749	A	733	A	0.49	A	0.57	A
USGS	08188810	2020-01-11	11.61	A	10.38	A	10.99	A	-0.22	A	1000	A	599	A	795	A	809	A	0.54	A	0.71	A
USGS	08188810	2020-01-12	11.12	A	10.80	A	11.00	A	0.54	A	966	A	790	A	845	A	866	A	0.60	A	0.68	A
USGS	08188810	2020-01-13	11.17	A	10.86	A	10.98	A	0.43	A	898	A	628	A	839	A	827	A	0.57	A	0.63	A
USGS	08188810	2020-01-14	11.30	A	10.97	A	11.09	A	0.49	A	945	A	726	A	860	A	867	A	0.60	A	0.66	A
USGS	08188810	2020-01-15	11.20	A	10.96	A	11.08	A	0.54	A	976	A	789	A	908	A	895	A	0.62	A	0.67	A
USGS	08188810	2020-01-16	11.19	A	11.03	A	11.11	A	0.63	A	1060	A	936	A	975	A	990	A	0.68	A	0.73	A
USGS	08188810	2020-01-17	11.30	A	11.04	A	11.16	A	0.64	A	1070	A	945	A	1010	A	1010	A	0.69	A	0.74	A
USGS	08188810	2020-01-18	11.43	A	11.07	A	11.27	A	0.59	A	1120	A	885	A	1020	A	1020	A	0.69	A	0.76	A
USGS	08188810	2020-01-19	11.21	A	10.92	A	11.04	A	0.64	A	1120	A	941	A	1030	A	1040	A	0.72	A	0.78	A
USGS	08188810	2020-01-20	11.22	A	11.04	A	11.13	A	0.62	A	1060	A	907	A	980	A	981	A	0.67	A	0.72	A
USGS	08188810	2020-01-21	11.50	A	11.16	A	11.26	A	0.52	A	986	A	786	A	914	A	904	A	0.61	A	0.67	A
USGS	08188810	2020-01-22	11.89	A	11.43	A	11.63	A	0.50	A	1080	A	759	A	925	A	902	A	0.59	A	0.71	A
USGS	08188810	2020-01-23	11.82	A	11.34	A	11.58	A	0.62	A	1130	A	949	A	1030	A	1040	A	0.69	A	0.76	A
USGS	08188810	2020-01-24	11.53	A	11.10	A	11.32	A	0.65	A	1140	A	973	A	1050	A	1060	A	0.71	A	0.76	A
USGS	08188810	2020-01-25	11.23	A	10.99	A	11.11	A	0.64	A	1110	A	935	A	1030	A	1020	A	0.70	A	0.77	A
USGS	08188810	2020-01-26	11.26	A	10.97	A	11.11	A	0.64	A	1120	A	929	A	1030	A	1030	A	0.70	A	0.78	A
USGS	08188810	2020-01-27	11.46	A	11.11	A	11.32	A	0.62	A	1080	A	925	A	1020	A	1020	A	0.69	A	0.73	A
USGS	08188810	2020-01-28	11.62	A	10.89	A	11.34	A	0.58	A	1190	A	877	A	1030	A	1030	A	0.69	A	0.82	A
USGS	08188810	2020-01-29	11.04	A	10.58	A	10.83	A	0.59	A	1180	A	832	A	1030	A	1030	A	0.73	A	0.82	A
USGS	08188810	2020-01-30	10.88	A	10.63	A	10.76	A	0.63	A	1100	A	902	A	1000	A	1010	A	0.71	A	0.78	A
USGS	08188810	2020-01-31	11.01	A	10.66	A	10.82	A	0.47	A	1060	A	667	A	955	A	947	A	0.66	A	0.75	A
USGS	08188810	2020-02-01	11.00	A	10.70	A	10.80	A	0.58	A	992	A	821	A	922	A	927	A	0.65	A	0.70	A
USGS	08188810	2020-02-02	10.76	A	10.41	A	10.56	A	0.50	A	1070	A	695	A	954	A	963	A	0.69	A	0.77	A
USGS	08188810	2020-02-03	11.18	A	10.44	A	10.68	A	0.47	A	1080	A	652	A	937	A	935	A	0.66	A	0.77	A
USGS	08188810	2020-02-04	11.04	A	10.64	A	10.82	A	0.57	A	1020	A	828	A	907	A	924	A	0.65	A	0.72	A
USGS	08188810	2020-02-05	10.86	A	9.69	A	10.21	A	0.40	A	1020	A	526	A	888	A	878	A	0.65	A	0.76	A
USGS	08188810	2020-02-06	10.45	A	9.86	A	10.09	A	0.37	A	1000	A	488	A	861	A	890	A	0.66	A	0.75	A
USGS	08188810	2020-02-07	10.49	A	9.95	A	10.27	A	0.38	A	980	A	516	A	844	A	816	A	0.60	A	0.72	A
USGS	08188810	2020-02-08	10.39	A	9.84	A	10.20	A	0.43	A	976	A	564	A	810	A	858	A	0.63	A	0.72	A
USGS	08188810	2020-02-09	10.83	A	9.99	A	10.52	A	0.23	A	887	A	322	A	730	A	693	A	0.50	A	0.65	A
USGS	08188810	2020-02-10	10.98	A	10.49	A	10.83	A	0.19	A	885	A	274	A	708	A	688	A	0.48	A	0.62	A
USGS	08188810	2020-02-11	10.74	A	10.24	A	10.49	A	0.30	A	867	A	416	A	744	A	756	A	0.54	A	0.62	A
USGS	08188810	2020-02-12	10.74	A	10.24	A	10.56	A	0.19	A	950	A	269	A	788	A	791	A	0.57	A	0.68	A
USGS	08188810	2020-02-13	10.70	A	10.18	A	10.53	A	0.40	A	989	A	540	A	832	A	846	A	0.61	A	0.72	A
USGS	08188810	2020-02-14	10.82	A	10.04	A	10.51	A	0.40	A	940	A	537	A	829	A	815	A	0.59	A	0.68	A
USGS	08188810	2020-02-15	10.93	A	10.29	A	10.69	A	0.40	A	935	A	547	A	809	A	792	A	0.56	A	0.66	A
USGS	08188810	2020-02-16	11.23	A	10.84	A	10.99	A	0.52	A	892	A	758	A	844	A	837	A	0.58	A	0.62	A
USGS	08188810	2020-02-17	11.38	A	10.95	A	11.18	A	0.55	A	1030	A	810	A	901	A	912	A	0.62	A	0.70	A
USGS	08188810	2020-02-18	11.39	A	10.98	A	11.24	A	0.58	A	1040	A	859	A	937	A	936	A	0.64	A	0.72	A
USGS	08188810	2020-02-19	11.09	A	10.77	A	10.90	A	0.57	A	1090	A	812	A	935	A	951	A	0.66	A	0.76	A
USGS	08188810	2020-02-20	10.93	A	10.14	A	10.45	A	0.46	A	1010	A	620	A	892	A	890	A	0.64	A	0.71	A
USGS	08188810	2020-02-21	10.84	A	10.02	A	10.57	A	0.45	A	1020	A	601	A	877	A	881	A	0.63	A	0.74	A
USGS	08188810	2020-02-22	11.03	A	10.77	A	10.92	A	0.55	A	932	A	787	A	870	A	864	A	0.60	A	0.65	A
USGS	08188810	2020-02-23	11.31	A	10.98	A	11.16	A	0.56	A	955	A	818	A	885	A	875	A	0.60	A	0.65	A
USGS	08188810	2020-02-24	11.41	A	11.07	A	11.26	A	0.55	A	1140	A	823	A	994	A	999	A	0.68	A	0.78	A
USGS	08188810	2020-02-25	11.30	A	10.13	A	11.07	A	0.65	A	1220	A	886	A	1060	A	1090	A	0.75	A	0.87	A
USGS	08188810	2020-02-26	10.46	A	9.54	A	10.08	A	0.57	A	1170	A	746	A	980	A	992	A	0.74	A	0.88	A
USGS	08188810	2020-02-27	10.38	A	9.77	A	10.18	A	0.31	A	1020	A	416	A	872	A	837	A	0.62	A	0.75	A
USGS	08188810	2020-02-28	10.71	A	10.01	A	10.42	A	0.42	A	1030	A	557	A	878	A	902	A	0.65	A	0.74	A
USGS	08188810	2020-02-29	10.59	A	10.12	A	10.34	A	0.37	A	1050	A	503	A	880	A	858	A	0.63	A	0.76	A
USGS	08188810	2020-03-01	10.91	A	10.37	A	10.61	A	0.57	A	981	A	787	A	871	A	907	A	0.65	A	0.71	A
USGS	08188810	2020-03-02	11.01	A	10.57	A	10.77	A	0.38	A	966	A	528	A	850	A	825	A	0.58	A	0.68	A
USGS	08188810	2020-03-03	11.07	A	10.51	A	10.87	A	0.41	A	974	A	575	A	824	A	825	A	0.58	A	0.68	A
