,,,,,,,,,,,,2007 TEXAS WATER SAFARI SPLITS,,,,,,,,,,,,,,,,
,,,,,72,4:01:00,82,4:48:00,42,1:05:00,84,11:50:00,47,6:15:00,53,7:16:00,80,11:57:00,63,3:02:00,81,16:22:00,53,6:34:00,22,4:20:00,57,4:43:00
,,,,,72,4:01:00,78,8:49:00,75,9:54:00,84,21:44:00,81,27:59:00,77,35:15:00,79,47:12:00,78,50:14:00,80,66:36:00,79,73:10:00,74,77:30:00,74,82:13:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4th C-2,710,"Jim Amelio          
John Amelio            
TC - John Amelio",9:00, ,13:05:00, ,17:30:00, ,18:42:00, ,4:45:00, ,12:40:00, ,21:35:00, ,7:20:00, ,11:39:00, ,0:40:00, ,8:41:00, ,15:20:00, ,20:22:00
,,,,,75,4:05:00,68,4:25:00,62,1:12:00,82,10:03:00,62,7:55:00,73,8:55:00,76,9:45:00,71,4:19:00,77,13:01:00,69,8:01:00,66,6:39:00,62,5:02:00
,,,,,75,4:05:00,72,8:30:00,70,9:42:00,82,19:45:00,79,27:40:00,79,36:35:00,77,46:20:00,79,50:39:00,79,63:40:00,77,71:41:00,76,78:20:00,75,83:22:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,19th Solo,5434,"Joe Hunt       
TC - Alan Hulick",9:00, ,13:09:00, ,17:49:00, ,18:53:00, ,22:27:00, ,6:07:00, ,16:15:00, ,6:20:00, ,9:39:00, ,18:39:00, ,10:24:00, ,15:20:00, ,20:39:00
,,,,,79,4:09:00,76,4:40:00,40,1:04:00,52,3:34:00,59,7:40:00,76,10:08:00,81,14:05:00,66,3:19:00,52,9:00:00,81,15:45:00,39,4:56:00,70,5:19:00
,,,,,79,4:09:00,78,8:49:00,74,9:53:00,61,13:27:00,54,21:07:00,64,31:15:00,74,45:20:00,76,48:39:00,75,57:39:00,80,73:24:00,77,78:20:00,76,83:39:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,20th Solo,2367,"Brian Smith         
TC - Dale Smith",9:00, ,13:14:00, ,17:55:00, ,19:10:00, ,1:39:00, ,11:15:00, ,22:10:00, ,8:04:00, ,11:08:00, ,0:20:00, ,8:38:00, ,14:45:00, ,20:40:00
,,,,,82,4:14:00,78,4:41:00,68,1:15:00,79,6:29:00,75,9:36:00,80,10:55:00,77,9:54:00,64,3:04:00,78,13:12:00,71,8:18:00,61,6:07:00,75,5:55:00
,,,,,82,4:14:00,83,8:55:00,82,10:10:00,79,16:39:00,74,26:15:00,80,37:10:00,78,47:04:00,77,50:08:00,78,63:20:00,76,71:38:00,75,77:45:00,77,83:40:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,5th C-2,9,"Stacy Greer      
Jon Schoepflin     
TC - Belinda Carlyle",9:00, ,13:04:00, ,17:28:00, ,19:04:00, ,22:48:00, ,8:42:00, ,18:55:00, ,10:05:00, ,12:55:00, ,23:54:00, ,10:00:00, ,16:10:00, ,21:02:00
,,,,,73,4:04:00,67,4:24:00,87,1:36:00,56,3:44:00,78,9:54:00,77,10:13:00,82,15:10:00,58,2:50:00,65,10:59:00,76,10:06:00,63,6:10:00,61,4:52:00
,,,,,73,4:04:00,70,8:28:00,80,10:04:00,68,13:48:00,69,23:42:00,73,33:55:00,80,49:05:00,80,51:55:00,76,62:54:00,78,73:00:00,78,79:10:00,78,84:02:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,9th Tandem,5841,"Dan Brennen       
Eric Wilder               
TC - Melani Feinberg",9:00, ,13:56:00, ,18:57:00, ,21:40:00, ,10:02:00, ,17:04:00, ,6:00:00, ,11:20:00, ,14:41:00, ,0:05:00, ,7:32:00, ,16:10:00, ,22:20:00
,,,,,93,4:56:00,86,5:01:00,91,2:43:00,86,12:22:00,54,7:02:00,81,12:56:00,64,5:20:00,67,3:21:00,56,9:24:00,66,7:27:00,74,8:38:00,76,6:10:00
,,,,,93,4:56:00,89,9:57:00,89,12:40:00,88,25:02:00,84,32:04:00,81,45:00:00,82,50:20:00,81,53:41:00,77,63:05:00,75,70:32:00,78,79:10:00,79,85:20:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2nd W Solo,5186,"Laura Startz        
TC - Kenny Startz",9:00, ,13:26:00, ,17:49:00, ,19:09:00, ,6:47:00, ,14:10:00, ,21:28:00, ,6:35:00, ,9:28:00, ,17:34:00, ,7:06:00, ,17:30:00, ,23:04:00
,,,,,87,4:26:00,65,4:23:00,77,1:20:00,83,11:38:00,57,7:23:00,55,7:18:00,75,9:07:00,60,2:53:00,43,8:06:00,80,13:32:00,79,10:24:00,71,5:34:00
,,,,,87,4:26:00,78,8:49:00,81,10:09:00,85,21:47:00,82,29:10:00,78,36:28:00,76,45:35:00,75,48:28:00,74,56:34:00,74,70:06:00,80,80:30:00,80,86:04:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,10th Tandem,5515,"Gregory Hooter   
Ricky Jessen   
TC - Rob Rodriguez",9:00, ,13:47:00, ,18:52:00, ,20:27:00, ,8:56:00, ,16:00:00, ,6:30:00, ,11:19:00, ,17:00:00, ,6:21:00, ,13:05:00, ,18:30:00, ,23:32:00
,,,,,89,4:47:00,87,5:05:00,86,1:35:00,87,12:29:00,55,7:04:00,82,14:30:00,54,4:49:00,76,5:41:00,79,13:21:00,57,6:44:00,52,5:25:00,64,5:02:00
,,,,,89,4:47:00,88,9:52:00,87,11:27:00,87,23:56:00,83,31:00:00,82,45:30:00,81,50:19:00,82,56:00:00,81,69:21:00,81,76:05:00,81,81:30:00,81,86:32:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,C-2,38,"R D Kissling   
Roy Tyrone      
TC - Floyd Tyrone",9:00, ,11:34:00, ,14:45:00, ,15:36:00, ,17:53:00, ,22:06:00, ,2:51:00, ,6:07:00, ,7:54:00, ,OUT, ,,,,,
,,,,,10,2:34:00,8,3:11:00,8,0:51:00,5,2:17:00,10,4:13:00,5,4:45:00,7,3:16:00,7,1:47:00,,,,,,,,
,,,,,10,2:34:00,9,5:45:00,8,6:36:00,8,8:53:00,8,13:06:00,8,17:51:00,8,21:07:00,8,22:54:00,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,C-2,106,"Daniel Zeek    
Don Zeek        
TC - Sandy Zeek",9:00, ,11:53:00, ,18:43:00, ,19:45:00, ,1:38:00, ,10:45:00, ,OUT,,,,,,,,,,,,
,,,,,21,2:53:00,93,6:50:00,37,1:02:00,78,5:53:00,72,9:07:00,,,,,,,,,,,,,,
,,,,,21,2:53:00,87,9:43:00,85,10:45:00,78,16:38:00,73,25:45:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Tandem,22,"Jack Elvig          
Mark Elvig 
TC - Nicholas Hawkins",9:00, ,12:52:00, ,17:49:00, ,19:00:00, ,23:08:00, ,12:28:00, ,OUT, ,,,,,,,,,,,
,,,,,66,3:52:00,85,4:57:00,55,1:11:00,70,4:08:00,84,13:20:00,,,,,,,,,,,,,,
,,,,,66,3:52:00,78,8:49:00,79,10:00:00,72,14:08:00,78,27:28:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,101,"Phil Gumbert   
TC - Mary Jo Gumbert",9:00, ,11:32:00, ,14:56:00, ,15:58:00, ,18:47:00, ,OUT, ,,,,,,,,,,,,,
,,,,,8,2:32:00,18,3:24:00,34,1:02:00,25,2:49:00,,,,,,,,,,,,,,,,
,,,,,8,2:32:00,11,5:56:00,14,6:58:00,18,9:47:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,728,"Benjamin Duckett    
TC - Emily Duckett",9:00, ,13:00:00, ,17:47:00, ,18:54:00, ,22:58:00, ,OUT, ,,,,,,,,,,,,,
,,,,,70,4:00:00,81,4:47:00,46,1:07:00,68,4:04:00,,,,,,,,,,,,,,,,
,,,,,70,4:00:00,76,8:47:00,75,9:54:00,70,13:58:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,33,"Rhett Stuman     
TC - Jaqueline Stuman",9:00, ,13:05:00, ,17:38:00, ,18:55:00, ,22:59:00, ,OUT, ,,,,,,,,,,,,,
,,,,,75,4:05:00,72,4:33:00,74,1:17:00,68,4:04:00,,,,,,,,,,,,,,,,
,,,,,75,4:05:00,74,8:38:00,77,9:55:00,71,13:59:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Unlimited,6006,"Patrick Condon  
Wes Frierson   
Russ Singleton    
Joel Wilkins     
TC - Josie Singleton",9:00, ,13:00:00, ,17:49:00, ,18:52:00, ,22:47:00, ,OUT, ,,,,,,,,,,,,,
,,,,,70,4:00:00,84,4:49:00,38,1:03:00,65,3:55:00,,,,,,,,,,,,,,,,
,,,,,70,4:00:00,78,8:49:00,73,9:52:00,67,13:47:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,83,"Thomas Dignan     
TC - John Dignan",9:00, ,13:51:00, ,18:59:00, ,21:40:00, ,OUT, ,,,,,,,,,,,,,,,
,,,,,91,4:51:00,89,5:08:00,90,2:41:00,,,,,,,,,,,,,,,,,,
,,,,,91,4:51:00,90,9:59:00,89,12:40:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,1111,"Jerry Fausch       
Eyton Hansen     
TC - John Jarvis",9:00, ,13:37:00, ,19:06:00, ,21:40:00, ,OUT, ,,,,,,,,,,,,,,,
,,,,,88,4:37:00,90,5:29:00,89,2:34:00,,,,,,,,,,,,,,,,,,
,,,,,88,4:37:00,91,10:06:00,89,12:40:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Novice,1811,"Roque Lopez    
Kenneth Masters     
TC - Vince Munoz",9:00, ,13:20:00, ,19:10:00, ,21:15:00, ,OUT,,,,,,,,,,,,,,,,
,,,,,86,4:20:00,91,5:50:00,88,2:05:00,,,,,,,,,,,,,,,,,,
,,,,,86,4:20:00,92,10:10:00,88,12:15:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,119,"Roger Zimmerman 
TC - Norris Teague",9:00, ,13:05:00, ,17:42:00, ,OUT, ,,,,,,,,,,,,,,,,,
,,,,,75,4:05:00,74,4:37:00,,,,,,,,,,,,,,,,,,,,
,,,,,75,4:05:00,75,8:42:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,2001,"Norm Thomas        
TC - Brenda Thomas",9:00, ,13:09:00, ,19:26:00, ,OUT, ,,,,,,,,,,,,,,,,,
,,,,,79,4:09:00,92,6:17:00,,,,,,,,,,,,,,,,,,,,
,,,,,79,4:09:00,93,10:26:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,1310,"Barry Brown      
TC - Cindy Brown",9:00, ,13:51:00, ,OUT, ,,,,,,,,,,,,,, ,,,,,
,,,,,91,4:51:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,91,4:51:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,Solo,827,"John Stockwell 
TC - Virginia Stockwell",9:00, ,OUT, ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
